./instancias/texto_mas_parecido_10_500_2.txt#18:23:54#18:25:07
Iteración	Distancia Inicial	Distancia Obtenida
0	353	343
1	352	337
2	346	341
3	349	342
4	350	341
5	357	342
6	355	348
7	354	340
8	348	339
9	356	340
10	350	341
11	350	342
12	343	337
13	352	339
14	357	339
15	347	336
16	355	341
17	345	338
18	350	338
19	357	348
20	350	339
21	343	337
22	345	339
23	355	339
24	345	338
25	351	344
26	352	340
27	349	342
28	347	343
29	353	343
30	368	343
31	351	344
32	346	336
33	347	339
34	356	343
35	356	340
36	346	337
37	359	341
38	356	342
39	349	336
40	345	341
41	358	337
42	353	342
43	356	342
44	355	345
45	350	336
46	352	342
47	347	341
48	355	339
49	347	340
50	349	342
51	348	338
52	362	342
53	346	341
54	361	342
55	360	341
56	350	337
57	350	340
58	350	343
59	350	342
60	366	340
61	352	342
62	348	337
63	356	342
64	353	344
65	348	340
66	357	341
67	351	339
68	365	343
69	352	341
70	352	337
71	349	338
72	353	341
73	349	339
74	348	343
75	345	337
76	355	339
77	343	339
78	346	340
79	349	338
80	355	340
81	347	338
82	351	341
83	351	341
84	346	340
85	352	342
86	353	342
87	349	340
88	358	339
89	351	337
90	352	340
91	350	343
92	350	338
93	343	336
94	356	341
95	355	344
96	360	342
97	346	340
98	347	336
99	352	338
