./instancias/texto_mas_parecido_10_500_1.txt#18:05:04#18:06:30
Iteración	Distancia Inicial	Distancia Obtenida
0	355	339
1	359	335
2	350	341
3	364	346
4	358	339
5	366	338
6	347	342
7	347	339
8	351	338
9	348	332
10	344	339
11	348	334
12	342	339
13	353	340
14	345	335
15	351	335
16	349	338
17	353	341
18	362	342
19	351	338
20	348	337
21	363	343
22	348	341
23	357	336
24	343	337
25	344	338
26	353	337
27	357	341
28	352	336
29	348	338
30	353	335
31	339	334
32	347	342
33	355	337
34	350	338
35	353	338
36	346	338
37	348	341
38	346	337
39	356	338
40	345	335
41	346	340
42	355	341
43	344	338
44	352	336
45	358	340
46	357	335
47	347	341
48	344	337
49	356	338
50	353	341
51	358	342
52	354	340
53	348	341
54	341	337
55	354	342
56	350	338
57	349	340
58	350	340
59	348	335
60	349	337
61	348	341
62	357	334
63	344	334
64	350	338
65	348	340
66	353	338
67	354	335
68	351	338
69	351	339
70	342	335
71	349	341
72	346	338
73	347	337
74	355	338
75	344	337
76	357	336
77	353	345
78	353	341
79	340	339
80	354	344
81	358	339
82	338	333
83	361	334
84	346	338
85	349	338
86	343	337
87	351	338
88	348	336
89	347	338
90	351	337
91	356	340
92	337	333
93	343	342
94	352	342
95	347	337
96	348	337
97	347	340
98	353	341
99	359	333
