./instancias/texto_mas_parecido_10_500_2.txt#18:20:58#18:22:12
Iteración	Distancia Inicial	Distancia Obtenida
0	351	341
1	348	342
2	358	346
3	353	340
4	351	342
5	349	339
6	354	341
7	357	343
8	351	341
9	363	346
10	348	334
11	346	338
12	360	341
13	355	336
14	360	344
15	359	346
16	356	340
17	356	341
18	359	338
19	359	337
20	353	343
21	344	338
22	356	341
23	358	342
24	375	342
25	348	341
26	357	341
27	370	340
28	352	338
29	352	340
30	354	339
31	350	340
32	355	343
33	360	343
34	344	341
35	357	347
36	354	342
37	345	341
38	351	342
39	344	337
40	351	341
41	352	340
42	351	340
43	352	336
44	349	343
45	353	345
46	357	343
47	348	340
48	347	340
49	351	342
50	348	343
51	346	340
52	352	337
53	357	346
54	341	336
55	356	342
56	345	339
57	363	346
58	355	343
59	355	341
60	356	342
61	354	343
62	361	343
63	353	343
64	356	334
65	349	342
66	361	338
67	364	340
68	356	339
69	355	341
70	358	339
71	354	341
72	353	338
73	352	342
74	354	343
75	350	340
76	343	337
77	361	341
78	357	341
79	349	342
80	347	341
81	351	341
82	351	341
83	357	341
84	349	344
85	356	338
86	345	338
87	351	343
88	355	341
89	350	339
90	351	340
91	356	341
92	353	342
93	358	343
94	364	338
95	349	341
96	352	338
97	352	343
98	357	341
99	358	341
