./instancias/texto_mas_parecido_10_500_1.txt#18:00:29#18:01:54
Iteración	Distancia Inicial	Distancia Obtenida
0	364	343
1	344	338
2	355	339
3	359	341
4	345	337
5	369	336
6	349	341
7	352	338
8	356	335
9	354	341
10	346	333
11	349	344
12	346	341
13	344	337
14	355	340
15	348	341
16	346	334
17	350	339
18	350	335
19	358	336
20	349	336
21	344	336
22	345	338
23	354	343
24	342	333
25	348	338
26	354	336
27	348	334
28	347	342
29	360	344
30	354	341
31	357	336
32	344	334
33	349	340
34	362	342
35	351	340
36	356	340
37	346	334
38	352	338
39	354	338
40	347	335
41	350	336
42	347	339
43	350	341
44	352	338
45	347	337
46	352	341
47	351	339
48	351	335
49	351	333
50	351	341
51	345	334
52	351	340
53	349	342
54	356	338
55	363	341
56	360	344
57	357	342
58	344	339
59	348	338
60	348	337
61	342	334
62	346	340
63	352	339
64	363	338
65	348	343
66	352	339
67	356	342
68	368	338
69	354	339
70	350	335
71	363	342
72	354	340
73	350	337
74	356	337
75	351	344
76	350	338
77	359	340
78	348	339
79	349	336
80	346	335
81	353	338
82	356	341
83	345	337
84	356	338
85	352	339
86	352	337
87	346	337
88	347	334
89	356	341
90	365	339
91	342	333
92	348	337
93	345	336
94	345	343
95	344	337
96	360	340
97	349	334
98	356	343
99	352	339
