./instancias/texto_mas_parecido_10_500_2.txt#18:28:14#18:29:32
Iteración	Distancia Inicial	Distancia Obtenida
0	347	340
1	355	340
2	356	342
3	349	342
4	355	340
5	347	341
6	350	340
7	348	338
8	344	337
9	359	341
10	353	341
11	356	347
12	351	342
13	343	338
14	345	339
15	367	341
16	358	340
17	351	335
18	354	338
19	350	342
20	350	344
21	354	342
22	355	344
23	361	339
24	357	345
25	350	343
26	351	345
27	354	337
28	356	342
29	348	338
30	348	336
31	357	346
32	356	342
33	356	339
34	346	336
35	354	337
36	344	338
37	349	346
38	353	343
39	365	340
40	361	338
41	355	341
42	348	339
43	357	342
44	358	348
45	353	344
46	358	342
47	350	340
48	350	341
49	354	340
50	354	340
51	362	341
52	353	340
53	355	340
54	363	341
55	353	343
56	351	342
57	357	341
58	355	341
59	349	339
60	356	342
61	358	342
62	355	344
63	351	339
64	360	343
65	348	341
66	356	343
67	355	340
68	352	340
69	352	341
70	354	340
71	353	340
72	359	341
73	358	337
74	352	343
75	355	342
76	357	338
77	355	340
78	358	344
79	350	338
80	356	342
81	356	341
82	355	343
83	351	339
84	350	340
85	352	344
86	352	340
87	345	339
88	351	343
89	348	344
90	343	337
91	354	344
92	356	338
93	346	340
94	345	342
95	354	342
96	350	340
97	353	341
98	350	342
99	345	341
