./instancias/texto_mas_parecido_10_500_1.txt#18:12:21#18:13:39
Iteración	Distancia Inicial	Distancia Obtenida
0	351	333
1	352	339
2	347	338
3	350	339
4	342	331
5	343	334
6	346	336
7	353	341
8	349	338
9	343	336
10	345	339
11	348	336
12	350	341
13	345	339
14	365	332
15	354	338
16	352	340
17	346	338
18	354	340
19	352	341
20	345	337
21	346	337
22	355	338
23	345	342
24	348	339
25	354	341
26	344	335
27	355	337
28	353	345
29	344	341
30	358	341
31	355	345
32	354	341
33	360	343
34	351	340
35	360	340
36	345	334
37	351	344
38	346	338
39	353	338
40	343	337
41	342	337
42	342	336
43	354	343
44	347	342
45	351	336
46	349	342
47	353	336
48	348	338
49	351	339
50	344	337
51	357	339
52	360	338
53	350	339
54	350	339
55	342	334
56	342	336
57	355	343
58	356	344
59	349	337
60	353	341
61	359	335
62	357	339
63	350	341
64	351	335
65	365	342
66	345	339
67	352	338
68	352	338
69	352	341
70	345	342
71	361	342
72	344	336
73	339	336
74	361	342
75	353	341
76	348	342
77	364	341
78	341	333
79	360	336
80	352	338
81	356	340
82	358	345
83	353	338
84	345	337
85	347	338
86	351	336
87	346	339
88	354	343
89	353	339
90	352	340
91	352	338
92	361	340
93	347	340
94	357	338
95	341	335
96	345	335
97	351	341
98	352	341
99	351	340
