./instancias/texto_mas_parecido_10_500_3.txt#18:29:42#18:31:02
Iteración	Distancia Inicial	Distancia Obtenida
0	354	342
1	342	337
2	346	345
3	347	343
4	356	340
5	349	337
6	355	339
7	361	340
8	344	340
9	349	343
10	351	340
11	343	340
12	355	341
13	355	340
14	343	341
15	351	339
16	350	339
17	349	338
18	353	337
19	355	340
20	358	346
21	356	338
22	354	341
23	350	338
24	343	337
25	350	343
26	345	332
27	360	338
28	354	343
29	358	340
30	342	335
31	354	342
32	363	341
33	356	349
34	354	338
35	348	337
36	353	343
37	352	340
38	354	339
39	352	339
40	355	339
41	351	342
42	344	339
43	349	337
44	349	338
45	352	340
46	370	347
47	349	346
48	350	338
49	351	335
50	346	342
51	351	339
52	350	342
53	350	344
54	365	335
55	349	339
56	357	335
57	355	343
58	356	339
59	346	341
60	349	342
61	348	342
62	350	340
63	364	345
64	343	337
65	349	339
66	343	334
67	358	339
68	350	338
69	350	339
70	350	342
71	350	339
72	354	337
73	355	340
74	348	343
75	348	341
76	347	341
77	342	337
78	346	338
79	351	340
80	345	343
81	352	338
82	357	339
83	351	337
84	343	338
85	344	336
86	353	337
87	357	341
88	353	341
89	348	343
90	351	338
91	344	333
92	348	339
93	354	339
94	349	341
95	346	340
96	339	335
97	359	340
98	352	343
99	353	337
