./instancias/texto_mas_parecido_10_500_1.txt#18:09:23#18:10:41
Iteración	Distancia Inicial	Distancia Obtenida
0	348	336
1	358	338
2	352	338
3	350	342
4	351	341
5	357	345
6	347	338
7	355	336
8	348	341
9	354	340
10	346	337
11	345	335
12	342	337
13	355	337
14	355	340
15	357	342
16	365	340
17	347	334
18	352	345
19	358	336
20	350	337
21	354	338
22	351	340
23	351	339
24	350	338
25	349	339
26	350	339
27	361	340
28	342	336
29	353	337
30	357	345
31	347	340
32	346	338
33	345	340
34	348	337
35	351	341
36	353	342
37	348	339
38	353	339
39	344	335
40	343	336
41	346	340
42	349	335
43	353	341
44	350	339
45	351	338
46	343	336
47	351	336
48	354	341
49	347	338
50	365	337
51	353	343
52	348	336
53	349	339
54	365	339
55	346	341
56	355	333
57	360	338
58	352	346
59	350	341
60	347	341
61	347	338
62	338	334
63	351	334
64	344	338
65	347	341
66	348	339
67	359	336
68	358	340
69	350	341
70	349	337
71	354	342
72	352	340
73	355	345
74	346	340
75	344	338
76	361	339
77	344	340
78	361	335
79	354	343
80	355	338
81	355	342
82	346	339
83	348	340
84	341	338
85	349	339
86	356	340
87	353	341
88	344	335
89	351	336
90	347	337
91	347	337
92	355	342
93	345	337
94	350	336
95	358	338
96	347	337
97	358	338
98	347	339
99	351	338
