./instancias/texto_mas_parecido_10_500_1.txt#18:07:58#18:09:19
Iteración	Distancia Inicial	Distancia Obtenida
0	352	339
1	356	339
2	357	344
3	350	340
4	355	344
5	346	338
6	360	341
7	345	341
8	349	336
9	349	335
10	339	333
11	350	340
12	359	340
13	341	336
14	351	342
15	344	335
16	349	338
17	346	341
18	347	335
19	355	334
20	354	339
21	345	339
22	348	339
23	356	337
24	348	342
25	353	339
26	347	338
27	350	341
28	353	341
29	349	335
30	350	334
31	343	337
32	357	345
33	348	337
34	348	341
35	346	340
36	344	338
37	342	337
38	363	342
39	354	339
40	355	340
41	345	340
42	355	342
43	359	343
44	348	341
45	349	340
46	367	338
47	339	337
48	351	340
49	356	347
50	339	334
51	346	338
52	356	345
53	347	342
54	350	338
55	349	339
56	365	345
57	339	335
58	350	339
59	345	338
60	354	341
61	349	335
62	349	338
63	356	337
64	355	338
65	351	337
66	355	343
67	351	343
68	350	337
69	344	334
70	347	340
71	345	340
72	343	333
73	345	336
74	348	340
75	350	342
76	348	334
77	348	339
78	349	337
79	348	337
80	355	340
81	352	340
82	347	336
83	345	340
84	361	339
85	349	339
86	340	337
87	354	337
88	341	334
89	347	334
90	353	341
91	354	341
92	337	332
93	348	339
94	357	337
95	358	335
96	358	336
97	348	338
98	350	339
99	357	340
