./instancias/texto_mas_parecido_10_500_1.txt#18:10:53#18:12:18
Iteración	Distancia Inicial	Distancia Obtenida
0	352	342
1	354	339
2	359	341
3	347	334
4	341	333
5	367	339
6	357	343
7	365	341
8	343	333
9	348	339
10	345	339
11	358	341
12	347	340
13	353	334
14	346	340
15	349	337
16	341	333
17	346	337
18	349	336
19	359	335
20	350	335
21	358	339
22	351	338
23	343	337
24	353	336
25	349	338
26	362	340
27	353	342
28	359	340
29	349	341
30	352	340
31	350	339
32	345	338
33	347	342
34	352	340
35	349	343
36	350	342
37	365	343
38	343	338
39	354	345
40	345	336
41	347	339
42	345	340
43	347	337
44	350	338
45	356	336
46	351	339
47	357	338
48	358	340
49	351	342
50	350	338
51	351	338
52	362	338
53	352	336
54	352	341
55	348	337
56	355	337
57	362	341
58	348	336
59	353	335
60	340	335
61	352	339
62	352	337
63	356	341
64	341	337
65	346	335
66	352	340
67	349	335
68	349	342
69	349	339
70	350	339
71	341	336
72	369	340
73	347	339
74	354	341
75	350	336
76	350	340
77	354	335
78	347	341
79	351	342
80	350	337
81	350	340
82	356	338
83	343	335
84	343	333
85	362	337
86	352	338
87	365	340
88	357	340
89	350	336
90	345	340
91	354	340
92	347	338
93	367	341
94	347	341
95	353	337
96	348	341
97	347	340
98	357	340
99	349	338
