./instancias/texto_mas_parecido_10_500_2.txt#18:17:28#18:18:41
Iteración	Distancia Inicial	Distancia Obtenida
0	345	336
1	356	342
2	358	340
3	351	339
4	350	340
5	347	334
6	352	341
7	356	343
8	351	339
9	356	340
10	356	341
11	353	342
12	357	340
13	354	339
14	350	338
15	352	341
16	360	342
17	354	341
18	350	342
19	346	341
20	351	337
21	350	338
22	355	341
23	354	347
24	356	345
25	350	337
26	350	336
27	344	341
28	354	337
29	350	342
30	348	341
31	351	340
32	354	339
33	356	340
34	349	337
35	353	343
36	348	339
37	348	342
38	350	339
39	354	349
40	344	339
41	357	341
42	350	340
43	354	339
44	351	341
45	344	340
46	355	339
47	368	345
48	353	342
49	349	341
50	365	344
51	346	340
52	354	341
53	353	339
54	365	340
55	353	340
56	347	340
57	356	342
58	349	338
59	354	340
60	353	348
61	351	340
62	352	342
63	346	337
64	343	337
65	346	338
66	350	341
67	354	340
68	349	341
69	357	343
70	354	344
71	353	346
72	352	340
73	348	340
74	351	341
75	351	339
76	350	341
77	352	338
78	364	344
79	355	343
80	351	342
81	357	340
82	355	339
83	354	341
84	349	339
85	357	341
86	352	341
87	359	337
88	360	340
89	355	341
90	354	340
91	359	348
92	351	337
93	348	341
94	353	341
95	341	334
96	352	337
97	345	340
98	346	341
99	352	336
