./instancias/texto_mas_parecido_10_500_1.txt#17:58:57#18:00:21
Iteración	Distancia Inicial	Distancia Obtenida
0	355	338
1	349	339
2	342	333
3	355	338
4	348	338
5	354	339
6	346	337
7	351	342
8	348	339
9	353	342
10	345	336
11	344	338
12	365	336
13	349	336
14	362	338
15	361	340
16	350	342
17	363	340
18	348	339
19	345	337
20	346	336
21	349	338
22	351	342
23	348	338
24	360	343
25	348	336
26	344	337
27	350	339
28	349	336
29	366	335
30	345	341
31	352	335
32	352	341
33	350	346
34	357	336
35	356	338
36	340	335
37	348	338
38	349	339
39	356	342
40	345	336
41	352	341
42	341	335
43	348	337
44	354	337
45	349	341
46	352	335
47	350	343
48	347	339
49	349	336
50	353	339
51	356	335
52	356	341
53	348	341
54	350	339
55	362	342
56	347	338
57	344	332
58	342	337
59	351	338
60	359	340
61	358	340
62	347	338
63	348	337
64	349	336
65	362	339
66	357	337
67	352	340
68	356	341
69	362	340
70	347	340
71	359	341
72	347	335
73	354	338
74	351	339
75	349	337
76	347	338
77	346	335
78	344	337
79	350	339
80	371	338
81	349	333
82	353	338
83	347	339
84	354	343
85	347	336
86	344	339
87	370	347
88	357	341
89	352	338
90	358	338
91	350	338
92	342	338
93	350	339
94	353	337
95	353	335
96	355	342
97	354	344
98	353	335
99	362	339
