./instancias/texto_mas_parecido_10_500_2.txt#18:14:35#18:15:49
Iteración	Distancia Inicial	Distancia Obtenida
0	350	337
1	343	336
2	345	341
3	348	339
4	347	340
5	351	339
6	354	337
7	347	343
8	350	343
9	349	340
10	362	347
11	345	339
12	347	337
13	357	339
14	358	340
15	357	339
16	359	340
17	353	341
18	355	338
19	349	340
20	342	339
21	352	344
22	348	342
23	355	340
24	353	348
25	350	340
26	354	347
27	361	341
28	353	340
29	351	338
30	349	340
31	353	341
32	363	345
33	355	336
34	364	340
35	352	341
36	347	341
37	350	338
38	364	340
39	348	339
40	348	342
41	342	335
42	356	343
43	348	339
44	355	339
45	348	337
46	356	341
47	349	341
48	358	333
49	348	340
50	352	341
51	355	340
52	346	337
53	351	342
54	354	341
55	349	340
56	353	341
57	348	338
58	356	340
59	345	339
60	351	339
61	359	340
62	357	343
63	353	345
64	366	341
65	356	343
66	351	339
67	357	343
68	355	338
69	349	341
70	348	339
71	348	336
72	359	344
73	356	341
74	345	338
75	349	342
76	354	342
77	355	338
78	359	343
79	353	340
80	351	337
81	352	336
82	341	335
83	353	343
84	345	336
85	350	339
86	355	339
87	354	337
88	350	341
89	356	337
90	353	342
91	353	345
92	350	343
93	366	340
94	354	342
95	351	343
96	357	342
97	352	338
98	350	341
99	345	337
