./instancias/texto_mas_parecido_10_500_3.txt#18:42:20#18:43:42
Iteración	Distancia Inicial	Distancia Obtenida
0	349	339
1	349	334
2	350	339
3	351	340
4	350	343
5	352	339
6	347	337
7	353	338
8	350	341
9	351	337
10	353	336
11	346	339
12	348	335
13	355	343
14	346	339
15	349	341
16	356	340
17	351	339
18	343	337
19	353	336
20	358	340
21	351	340
22	360	341
23	359	341
24	347	340
25	351	336
26	358	338
27	359	341
28	345	340
29	358	343
30	352	341
31	351	338
32	352	340
33	350	339
34	348	338
35	351	342
36	349	339
37	349	338
38	348	335
39	343	340
40	350	341
41	363	339
42	353	345
43	343	336
44	360	340
45	343	338
46	349	339
47	342	339
48	347	337
49	348	341
50	353	343
51	349	336
52	351	339
53	354	339
54	346	340
55	348	342
56	350	337
57	349	338
58	359	338
59	349	337
60	351	337
61	351	339
62	351	339
63	359	338
64	362	347
65	352	335
66	370	346
67	355	344
68	355	339
69	347	340
70	349	341
71	359	341
72	349	338
73	345	338
74	353	341
75	349	342
76	347	339
77	347	341
78	351	344
79	341	335
80	359	338
81	357	343
82	347	337
83	352	342
84	353	340
85	347	338
86	345	338
87	343	334
88	354	339
89	344	337
90	347	334
91	347	338
92	353	340
93	340	337
94	342	336
95	353	341
96	354	343
97	347	337
98	361	342
99	357	337
