./instancias/texto_mas_parecido_10_500_2.txt#18:26:50#18:28:11
Iteración	Distancia Inicial	Distancia Obtenida
0	351	345
1	353	338
2	350	340
3	349	341
4	349	340
5	352	342
6	345	338
7	354	345
8	348	341
9	362	338
10	358	344
11	360	342
12	349	340
13	352	342
14	345	337
15	352	342
16	357	344
17	364	342
18	350	340
19	348	340
20	366	337
21	366	344
22	359	347
23	342	339
24	348	338
25	358	338
26	359	339
27	353	340
28	352	344
29	354	341
30	341	336
31	350	340
32	364	342
33	355	342
34	347	342
35	348	340
36	354	341
37	357	340
38	360	338
39	371	337
40	361	337
41	350	341
42	344	338
43	350	341
44	357	341
45	347	345
46	359	340
47	349	342
48	351	341
49	356	339
50	346	338
51	357	341
52	359	340
53	352	344
54	353	343
55	366	342
56	348	339
57	349	341
58	361	338
59	352	344
60	349	339
61	354	342
62	359	342
63	347	337
64	351	343
65	349	337
66	352	345
67	357	338
68	352	340
69	355	337
70	361	340
71	354	342
72	350	344
73	343	339
74	349	340
75	351	338
76	357	339
77	344	333
78	353	339
79	358	338
80	349	343
81	350	340
82	345	340
83	366	339
84	352	336
85	355	345
86	349	337
87	347	339
88	356	342
89	351	339
90	345	339
91	352	338
92	349	339
93	360	338
94	349	343
95	350	342
96	356	339
97	350	341
98	357	342
99	360	339
