./instancias/texto_mas_parecido_10_500_3.txt#18:34:06#18:35:15
Iteración	Distancia Inicial	Distancia Obtenida
0	356	339
1	362	337
2	353	342
3	346	341
4	354	336
5	348	337
6	348	338
7	351	337
8	345	339
9	342	335
10	351	338
11	352	336
12	350	344
13	349	340
14	351	342
15	350	339
16	353	338
17	354	344
18	347	336
19	354	339
20	354	342
21	359	340
22	350	340
23	351	339
24	347	336
25	363	340
26	358	336
27	352	337
28	349	340
29	361	342
30	352	339
31	350	336
32	350	341
33	350	339
34	345	339
35	343	332
36	358	344
37	359	343
38	355	344
39	347	336
40	362	343
41	349	339
42	349	341
43	364	340
44	350	342
45	344	337
46	346	338
47	356	338
48	350	337
49	349	339
50	353	346
51	353	339
52	346	340
53	359	342
54	359	338
55	348	341
56	354	339
57	346	343
58	359	339
59	348	337
60	354	342
61	354	338
62	342	338
63	344	338
64	349	340
65	354	340
66	360	345
67	360	342
68	351	341
69	345	340
70	351	341
71	359	346
72	355	339
73	355	336
74	351	342
75	347	335
76	349	338
77	362	337
78	347	341
79	361	344
80	353	341
81	347	339
82	348	342
83	359	336
84	354	341
85	359	341
86	356	339
87	351	345
88	363	344
89	356	339
90	353	340
91	349	338
92	355	342
93	357	339
94	354	346
95	355	343
96	349	340
97	349	341
98	357	338
99	352	343
