./instancias/texto_mas_parecido_20_300_3.txt#18:52:09#18:53:58
Iteración	Distancia Inicial	Distancia Obtenida
0	231	225
1	229	222
2	225	220
3	225	216
4	234	218
5	225	219
6	223	219
7	225	222
8	237	218
9	232	218
10	223	219
11	226	219
12	230	222
13	223	220
14	226	220
15	230	221
16	228	218
17	221	219
18	228	222
19	225	216
20	229	223
21	228	221
22	225	222
23	227	223
24	232	221
25	227	219
26	224	221
27	222	219
28	230	223
29	228	219
30	231	220
31	230	219
32	224	217
33	225	221
34	232	220
35	223	219
36	224	221
37	224	218
38	226	219
39	229	223
40	227	219
41	224	217
42	227	217
43	224	220
44	231	220
45	224	217
46	222	220
47	229	225
48	231	218
49	225	218
50	223	218
51	224	217
52	226	221
53	226	217
54	227	220
55	227	220
56	230	216
57	228	218
58	230	223
59	224	219
60	225	220
61	229	217
62	231	221
63	227	216
64	228	221
65	232	218
66	228	219
67	228	216
68	230	219
69	230	219
70	225	220
71	223	219
72	226	219
73	227	218
74	223	219
75	224	218
76	226	217
77	231	221
78	232	219
79	233	219
80	229	221
81	233	221
82	227	218
83	228	221
84	227	221
85	229	222
86	230	221
87	227	219
88	232	219
89	226	222
90	226	219
91	232	217
92	228	218
93	227	218
94	226	218
95	230	219
96	225	219
97	229	222
98	224	222
99	227	220
