./instancias/texto_mas_parecido_20_300_3.txt#18:44:15#18:46:15
Iteración	Distancia Inicial	Distancia Obtenida
0	233	223
1	225	221
2	223	220
3	230	221
4	224	218
5	236	223
6	228	218
7	232	217
8	224	218
9	221	219
10	225	221
11	227	220
12	224	216
13	230	222
14	229	222
15	228	220
16	231	217
17	226	220
18	231	221
19	228	223
20	234	224
21	233	225
22	226	220
23	225	220
24	226	220
25	232	221
26	231	223
27	226	220
28	226	222
29	224	220
30	225	221
31	230	218
32	228	219
33	227	221
34	230	219
35	227	219
36	230	223
37	227	218
38	223	218
39	232	221
40	226	218
41	226	219
42	225	219
43	228	221
44	227	220
45	227	219
46	226	220
47	223	221
48	231	220
49	227	219
50	225	220
51	230	221
52	230	224
53	230	221
54	225	217
55	227	218
56	221	218
57	227	222
58	224	220
59	234	223
60	226	223
61	229	219
62	229	219
63	221	217
64	227	221
65	235	215
66	226	220
67	232	221
68	225	219
69	225	220
70	234	218
71	226	221
72	234	219
73	224	220
74	227	218
75	224	219
76	223	220
77	224	219
78	229	220
79	230	220
80	227	221
81	229	220
82	228	223
83	222	219
84	228	218
85	223	221
86	224	217
87	237	220
88	227	221
89	224	217
90	232	219
91	226	217
92	222	220
93	226	223
94	226	217
95	228	219
96	229	218
97	225	220
98	231	219
99	226	215
