./instancias/texto_mas_parecido_20_300_2.txt#19:07:58#19:09:55
Iteración	Distancia Inicial	Distancia Obtenida
0	235	224
1	239	220
2	225	221
3	225	219
4	227	220
5	230	222
6	230	217
7	234	218
8	227	222
9	233	217
10	228	221
11	232	218
12	228	220
13	234	223
14	231	220
15	228	219
16	226	221
17	224	216
18	230	222
19	230	223
20	232	218
21	226	221
22	233	222
23	224	219
24	227	220
25	230	221
26	224	218
27	229	219
28	235	220
29	235	218
30	223	216
31	225	218
32	230	219
33	227	220
34	232	219
35	226	219
36	228	218
37	226	217
38	230	221
39	239	217
40	233	221
41	236	218
42	228	221
43	227	219
44	227	220
45	227	220
46	229	219
47	230	221
48	231	221
49	227	223
50	232	223
51	225	221
52	228	219
53	223	218
54	232	218
55	229	224
56	228	219
57	225	220
58	218	216
59	226	214
60	223	219
61	231	220
62	226	219
63	228	219
64	227	221
65	224	220
66	226	219
67	230	218
68	234	223
69	229	219
70	229	220
71	227	220
72	235	221
73	239	221
74	230	224
75	226	223
76	225	219
77	227	217
78	230	220
79	225	221
80	227	217
81	230	221
82	227	219
83	230	220
84	233	225
85	228	221
86	228	223
87	228	219
88	225	216
89	239	221
90	227	220
91	226	219
92	224	215
93	223	220
94	231	223
95	225	221
96	235	217
97	222	220
98	230	221
99	229	217
