./instancias/texto_mas_parecido_20_300_1.txt#19:26:40#19:28:27
Iteración	Distancia Inicial	Distancia Obtenida
0	228	220
1	224	220
2	225	220
3	232	223
4	228	220
5	231	223
6	227	222
7	233	219
8	226	222
9	231	224
10	226	220
11	228	223
12	224	217
13	232	223
14	234	221
15	224	218
16	230	221
17	225	218
18	225	219
19	226	218
20	229	220
21	233	221
22	228	222
23	227	222
24	223	220
25	230	221
26	234	224
27	224	222
28	234	224
29	229	218
30	221	219
31	227	219
32	228	221
33	229	221
34	227	218
35	220	216
36	231	226
37	226	220
38	235	222
39	228	220
40	229	221
41	232	219
42	234	220
43	231	224
44	224	221
45	230	222
46	223	219
47	234	222
48	240	221
49	226	221
50	229	221
51	227	221
52	222	218
53	230	220
54	224	218
55	224	220
56	228	222
57	227	222
58	235	220
59	226	221
60	231	220
61	224	218
62	231	223
63	228	223
64	229	219
65	226	217
66	229	220
67	229	222
68	224	218
69	223	220
70	225	221
71	225	220
72	233	221
73	232	218
74	228	222
75	231	223
76	224	218
77	228	221
78	224	222
79	230	218
80	227	220
81	232	225
82	235	222
83	226	223
84	227	219
85	224	216
86	226	221
87	229	218
88	228	222
89	226	220
90	231	223
91	225	218
92	232	222
93	227	220
94	227	221
95	229	218
96	229	222
97	232	223
98	231	219
99	226	223
