./instancias/texto_mas_parecido_20_300_1.txt#19:21:26#19:23:11
Iteración	Distancia Inicial	Distancia Obtenida
0	228	219
1	228	223
2	222	217
3	230	222
4	225	219
5	232	222
6	229	222
7	228	219
8	231	223
9	228	219
10	224	217
11	231	222
12	230	223
13	228	219
14	224	217
15	230	221
16	231	220
17	222	218
18	228	219
19	225	222
20	226	223
21	236	219
22	231	218
23	233	224
24	228	222
25	232	222
26	227	219
27	227	221
28	236	221
29	228	221
30	233	220
31	226	219
32	227	223
33	225	221
34	230	219
35	226	221
36	232	223
37	227	218
38	222	219
39	224	220
40	226	221
41	230	222
42	231	222
43	230	220
44	226	219
45	224	219
46	222	218
47	228	220
48	232	222
49	227	222
50	226	219
51	229	222
52	223	219
53	237	226
54	233	221
55	229	221
56	230	220
57	225	222
58	223	219
59	232	222
60	234	219
61	230	221
62	229	219
63	231	223
64	228	221
65	225	220
66	223	217
67	226	218
68	230	221
69	225	220
70	229	223
71	233	222
72	224	222
73	231	220
74	227	224
75	235	221
76	234	224
77	226	221
78	224	220
79	230	220
80	223	220
81	229	218
82	233	219
83	225	222
84	228	221
85	240	222
86	227	222
87	229	222
88	232	220
89	226	220
90	228	223
91	230	223
92	230	221
93	228	221
94	226	217
95	228	220
96	226	221
97	222	216
98	229	221
99	226	218
