./instancias/texto_mas_parecido_20_300_3.txt#18:42:19#18:44:15
Iteración	Distancia Inicial	Distancia Obtenida
0	227	220
1	228	222
2	225	220
3	232	223
4	229	219
5	224	220
6	224	219
7	225	224
8	227	221
9	229	219
10	232	218
11	229	220
12	235	222
13	226	224
14	225	218
15	234	222
16	223	218
17	233	222
18	224	219
19	223	218
20	226	221
21	229	221
22	226	221
23	226	218
24	222	219
25	230	217
26	234	217
27	224	217
28	227	218
29	231	220
30	230	216
31	238	223
32	229	220
33	225	217
34	229	221
35	226	216
36	224	222
37	229	222
38	226	220
39	229	221
40	226	220
41	230	224
42	228	222
43	226	219
44	225	218
45	228	221
46	228	217
47	226	217
48	229	219
49	231	221
50	235	220
51	226	221
52	228	220
53	226	222
54	226	221
55	221	219
56	226	218
57	227	222
58	226	220
59	229	220
60	227	219
61	226	216
62	231	218
63	230	221
64	221	215
65	226	218
66	226	217
67	231	222
68	226	221
69	230	220
70	224	217
71	227	221
72	227	219
73	227	218
74	230	221
75	225	218
76	222	219
77	224	217
78	225	219
79	235	221
80	227	219
81	230	221
82	227	214
83	226	220
84	229	219
85	223	218
86	232	221
87	224	220
88	231	220
89	229	223
90	230	221
91	228	215
92	237	220
93	230	216
94	222	218
95	227	218
96	226	220
97	234	223
98	231	219
99	229	221
