./instancias/texto_mas_parecido_20_300_2.txt#18:58:35#19:00:30
Iteración	Distancia Inicial	Distancia Obtenida
0	223	217
1	230	222
2	224	216
3	226	222
4	226	219
5	223	220
6	225	220
7	232	222
8	227	221
9	226	220
10	224	222
11	224	221
12	231	221
13	226	220
14	225	221
15	226	220
16	224	220
17	231	218
18	230	224
19	232	225
20	224	222
21	223	219
22	226	219
23	232	221
24	227	218
25	231	219
26	224	221
27	229	222
28	235	222
29	222	216
30	226	218
31	224	221
32	230	220
33	225	220
34	238	223
35	229	222
36	224	219
37	230	220
38	231	221
39	227	217
40	226	221
41	229	217
42	223	220
43	224	219
44	223	218
45	229	220
46	228	220
47	224	217
48	223	216
49	224	219
50	229	218
51	223	217
52	227	220
53	228	219
54	225	218
55	233	218
56	228	221
57	227	218
58	225	219
59	224	220
60	227	221
61	227	218
62	236	221
63	230	222
64	233	219
65	228	221
66	231	221
67	227	218
68	230	222
69	233	221
70	228	220
71	231	224
72	229	220
73	222	220
74	229	223
75	226	219
76	228	222
77	224	217
78	227	218
79	228	219
80	228	219
81	229	222
82	227	222
83	226	218
84	228	219
85	226	222
86	226	217
87	224	218
88	231	222
89	225	218
90	224	219
91	224	218
92	232	217
93	225	221
94	233	217
95	228	220
96	232	219
97	228	221
98	226	217
99	227	219
