./instancias/texto_mas_parecido_20_300_3.txt#18:46:15#18:48:12
Iteración	Distancia Inicial	Distancia Obtenida
0	229	219
1	229	216
2	231	222
3	225	217
4	225	220
5	233	222
6	226	220
7	235	219
8	230	225
9	230	221
10	225	220
11	226	216
12	227	219
13	234	221
14	229	223
15	227	218
16	227	222
17	232	224
18	230	222
19	229	220
20	233	222
21	224	218
22	231	221
23	233	222
24	227	221
25	229	222
26	234	220
27	222	219
28	227	222
29	224	217
30	231	220
31	225	218
32	231	220
33	222	218
34	232	219
35	229	222
36	221	218
37	227	218
38	231	219
39	235	220
40	240	223
41	230	217
42	228	219
43	232	222
44	233	223
45	222	218
46	231	220
47	227	217
48	223	219
49	223	219
50	228	219
51	234	222
52	238	224
53	225	219
54	228	223
55	226	218
56	224	220
57	236	223
58	233	221
59	226	219
60	224	219
61	225	216
62	226	217
63	232	220
64	227	220
65	232	224
66	232	218
67	227	223
68	232	220
69	226	219
70	223	219
71	226	220
72	232	218
73	224	219
74	224	221
75	234	219
76	229	222
77	222	219
78	227	219
79	230	221
80	232	222
81	227	222
82	225	217
83	225	219
84	228	222
85	237	216
86	228	219
87	229	222
88	227	222
89	222	214
90	230	223
91	225	222
92	224	219
93	223	215
94	224	220
95	237	223
96	228	219
97	224	219
98	237	221
99	229	220
