./instancias/texto_mas_parecido_20_300_2.txt#19:02:26#19:04:14
Iteración	Distancia Inicial	Distancia Obtenida
0	232	227
1	226	219
2	227	219
3	225	219
4	232	218
5	230	224
6	232	224
7	230	223
8	231	220
9	226	220
10	232	220
11	229	221
12	238	220
13	228	218
14	228	220
15	226	222
16	228	220
17	227	219
18	229	221
19	234	221
20	229	221
21	229	220
22	227	222
23	232	219
24	225	219
25	231	223
26	233	221
27	227	220
28	230	220
29	230	223
30	226	218
31	228	220
32	226	219
33	230	223
34	224	222
35	231	222
36	232	221
37	223	218
38	225	219
39	227	216
40	234	222
41	223	217
42	227	220
43	226	217
44	225	220
45	225	220
46	241	221
47	222	219
48	226	220
49	233	223
50	229	219
51	221	218
52	235	223
53	232	220
54	224	222
55	224	220
56	224	221
57	230	221
58	226	219
59	226	219
60	224	219
61	222	220
62	229	220
63	225	219
64	227	223
65	229	222
66	234	220
67	233	219
68	232	219
69	227	220
70	225	219
71	224	218
72	227	220
73	233	223
74	228	218
75	226	221
76	230	224
77	230	220
78	230	221
79	228	220
80	230	224
81	229	223
82	230	222
83	234	220
84	231	220
85	229	220
86	227	219
87	236	222
88	235	222
89	231	219
90	226	219
91	229	219
92	233	221
93	225	219
94	231	218
95	229	218
96	237	224
97	224	218
98	224	219
99	223	218
