./instancias/texto_mas_parecido_20_300_3.txt#18:36:30#18:38:23
Iteración	Distancia Inicial	Distancia Obtenida
0	223	218
1	224	218
2	223	218
3	224	218
4	228	219
5	229	219
6	226	222
7	228	222
8	229	224
9	232	218
10	228	220
11	222	217
12	230	219
13	227	223
14	223	214
15	226	218
16	224	218
17	231	224
18	226	221
19	226	217
20	232	218
21	224	223
22	234	218
23	227	220
24	227	216
25	225	223
26	231	218
27	226	220
28	230	221
29	222	221
30	228	220
31	225	218
32	228	221
33	223	219
34	225	222
35	228	223
36	223	218
37	225	220
38	230	218
39	220	216
40	226	219
41	227	222
42	226	219
43	226	221
44	234	221
45	224	219
46	236	219
47	230	221
48	227	220
49	229	218
50	231	220
51	221	216
52	229	221
53	229	219
54	224	219
55	225	223
56	225	218
57	227	223
58	229	222
59	220	216
60	223	217
61	228	219
62	226	215
63	230	217
64	226	220
65	225	218
66	228	221
67	230	220
68	223	216
69	223	219
70	225	218
71	229	220
72	234	221
73	225	216
74	225	219
75	233	218
76	232	220
77	225	220
78	224	217
79	229	218
80	222	215
81	222	219
82	228	219
83	226	221
84	229	219
85	223	219
86	230	220
87	227	218
88	227	220
89	225	220
90	231	224
91	225	216
92	225	222
93	223	219
94	225	220
95	227	224
96	223	217
97	223	217
98	235	223
99	228	222
