./instancias/texto_mas_parecido_20_300_2.txt#18:56:48#18:58:35
Iteración	Distancia Inicial	Distancia Obtenida
0	227	218
1	223	220
2	228	219
3	226	221
4	227	218
5	225	223
6	228	219
7	228	223
8	223	218
9	230	220
10	225	218
11	232	224
12	230	222
13	226	219
14	224	221
15	224	218
16	229	221
17	231	221
18	231	218
19	235	217
20	233	223
21	229	224
22	227	219
23	224	218
24	234	219
25	226	219
26	224	217
27	233	217
28	232	220
29	224	221
30	227	223
31	230	221
32	233	222
33	233	220
34	237	217
35	227	219
36	225	218
37	224	218
38	228	222
39	226	218
40	220	219
41	225	221
42	222	218
43	228	219
44	228	223
45	226	221
46	230	221
47	228	219
48	239	221
49	231	218
50	228	216
51	229	221
52	225	217
53	229	217
54	222	219
55	225	220
56	226	220
57	229	223
58	233	220
59	225	220
60	236	222
61	230	222
62	234	221
63	229	218
64	227	223
65	225	222
66	226	220
67	228	222
68	227	216
69	229	221
70	232	221
71	228	222
72	235	225
73	226	220
74	228	221
75	231	222
76	223	220
77	232	220
78	229	218
79	230	220
80	225	219
81	227	221
82	228	222
83	228	218
84	229	218
85	227	222
86	229	221
87	225	221
88	225	219
89	241	219
90	228	221
91	224	219
92	231	218
93	229	218
94	231	217
95	230	224
96	232	219
97	226	221
98	226	220
99	231	222
