./instancias/texto_mas_parecido_20_300_3.txt#18:50:11#18:52:09
Iteración	Distancia Inicial	Distancia Obtenida
0	231	220
1	225	220
2	221	218
3	225	221
4	230	222
5	238	220
6	222	218
7	223	217
8	229	219
9	226	222
10	224	221
11	226	223
12	232	225
13	227	220
14	225	218
15	223	216
16	222	220
17	230	220
18	229	220
19	226	221
20	227	218
21	223	221
22	226	220
23	229	220
24	230	221
25	232	220
26	228	220
27	226	217
28	232	217
29	230	219
30	222	217
31	231	220
32	227	217
33	226	219
34	235	219
35	226	221
36	221	217
37	225	219
38	233	220
39	229	216
40	231	218
41	233	221
42	229	220
43	232	218
44	225	218
45	224	219
46	230	220
47	226	221
48	230	222
49	225	216
50	226	218
51	223	220
52	228	221
53	221	219
54	224	220
55	224	219
56	221	218
57	229	219
58	228	222
59	229	222
60	226	220
61	226	223
62	223	216
63	231	222
64	228	218
65	224	219
66	231	223
67	225	216
68	226	219
69	236	225
70	224	217
71	232	219
72	223	217
73	232	219
74	228	218
75	228	221
76	228	218
77	228	218
78	229	220
79	228	220
80	227	222
81	227	216
82	230	223
83	227	217
84	224	219
85	235	219
86	228	217
87	225	220
88	224	217
89	222	219
90	225	220
91	225	219
92	226	220
93	227	218
94	236	219
95	228	219
96	228	219
97	224	219
98	225	217
99	230	221
