./instancias/texto_mas_parecido_20_300_2.txt#19:13:39#19:15:42
Iteración	Distancia Inicial	Distancia Obtenida
0	227	218
1	229	221
2	232	223
3	229	222
4	228	221
5	226	220
6	234	219
7	230	223
8	227	220
9	234	219
10	225	222
11	225	219
12	227	219
13	224	218
14	228	222
15	237	222
16	229	218
17	223	216
18	228	221
19	229	223
20	229	221
21	226	220
22	232	221
23	225	222
24	225	219
25	228	220
26	227	220
27	227	219
28	230	221
29	234	219
30	224	219
31	228	217
32	237	223
33	223	219
34	229	220
35	228	219
36	225	218
37	234	223
38	227	221
39	223	218
40	235	222
41	227	222
42	227	218
43	231	221
44	223	218
45	228	220
46	232	224
47	227	223
48	224	220
49	223	218
50	230	224
51	229	219
52	229	222
53	225	218
54	228	222
55	227	220
56	228	221
57	226	221
58	225	221
59	231	223
60	227	221
61	226	219
62	238	221
63	231	221
64	233	222
65	230	220
66	235	219
67	223	219
68	221	216
69	231	221
70	225	220
71	230	220
72	233	222
73	230	220
74	226	221
75	225	220
76	223	219
77	228	222
78	226	219
79	225	221
80	227	217
81	228	219
82	237	225
83	226	221
84	230	219
85	224	219
86	227	219
87	228	221
88	233	221
89	225	220
90	230	221
91	227	220
92	226	220
93	227	221
94	227	220
95	233	222
96	234	219
97	231	221
98	229	220
99	233	225
