./instancias/texto_mas_parecido_20_700_1.txt#14:11:41#14:21:02
Iteración	Distancia Inicial	Distancia Obtenida
0	528	514
1	522	506
2	525	509
3	522	504
4	520	506
5	521	507
6	513	509
7	522	509
8	522	511
9	519	508
10	522	503
11	520	508
12	515	506
13	515	507
14	514	507
15	518	501
16	529	507
17	517	506
18	519	510
19	526	508
20	527	512
21	521	509
22	521	510
23	512	505
24	526	510
25	519	506
26	521	507
27	526	513
28	520	508
29	517	510
30	521	511
31	518	503
32	529	503
33	522	507
34	521	501
35	520	507
36	518	506
37	521	508
38	525	504
39	532	509
40	519	504
41	527	509
42	523	508
43	517	507
44	517	509
45	516	507
46	515	512
47	517	506
48	515	507
49	519	505
50	519	511
51	516	507
52	534	509
53	523	509
54	517	508
55	523	508
56	523	510
57	520	511
58	520	510
59	530	511
60	512	504
61	517	509
62	521	511
63	530	509
64	520	506
65	525	511
66	518	511
67	521	508
68	533	508
69	515	507
70	518	506
71	526	509
72	526	513
73	517	507
74	523	510
75	526	509
76	521	506
77	517	504
78	523	508
79	520	509
80	518	507
81	520	514
82	526	510
83	524	507
84	514	502
85	510	504
86	519	507
87	516	507
88	519	505
89	546	512
90	528	506
91	520	510
92	524	516
93	528	508
94	523	511
95	532	508
96	523	515
97	522	503
98	528	508
99	515	509
