./instancias/texto_mas_parecido_20_700_1.txt#14:21:02#14:30:40
Iteración	Distancia Inicial	Distancia Obtenida
0	513	505
1	526	507
2	522	509
3	524	510
4	527	509
5	520	508
6	520	505
7	518	513
8	519	505
9	520	504
10	510	505
11	512	508
12	520	506
13	512	506
14	519	506
15	529	508
16	521	510
17	520	506
18	520	506
19	514	507
20	522	510
21	519	510
22	528	510
23	530	512
24	512	505
25	527	509
26	511	502
27	534	517
28	526	515
29	519	504
30	523	506
31	514	508
32	523	510
33	524	507
34	516	502
35	516	507
36	524	510
37	532	510
38	516	504
39	522	508
40	516	506
41	527	509
42	519	503
43	529	506
44	521	513
45	514	504
46	525	506
47	523	506
48	523	503
49	533	511
50	525	500
51	520	507
52	515	506
53	524	506
54	522	505
55	518	510
56	518	510
57	527	504
58	514	509
59	513	503
60	517	511
61	515	505
62	530	511
63	520	507
64	524	506
65	519	512
66	524	512
67	519	505
68	525	509
69	521	511
70	515	506
71	521	507
72	518	507
73	522	509
74	521	511
75	514	504
76	523	507
77	519	506
78	523	515
79	520	509
80	525	507
81	522	511
82	520	509
83	521	506
84	518	510
85	525	508
86	517	508
87	531	509
88	524	511
89	512	506
90	530	506
91	517	503
92	515	504
93	524	504
94	524	509
95	524	510
96	513	504
97	528	506
98	520	507
99	526	512
