./instancias/texto_mas_parecido_20_700_1.txt#13:35:07#13:44:44
Iteración	Distancia Inicial	Distancia Obtenida
0	521	504
1	544	509
2	524	510
3	526	511
4	529	507
5	517	503
6	528	510
7	524	507
8	525	506
9	516	505
10	511	500
11	523	502
12	516	508
13	530	504
14	518	511
15	519	510
16	519	510
17	521	507
18	517	510
19	520	506
20	516	509
21	529	504
22	522	506
23	521	500
24	516	509
25	512	507
26	530	511
27	521	507
28	517	510
29	517	504
30	513	509
31	525	512
32	523	512
33	517	507
34	524	507
35	519	514
36	525	507
37	527	512
38	526	507
39	515	502
40	510	504
41	522	508
42	530	511
43	518	510
44	537	503
45	519	508
46	521	512
47	522	506
48	523	503
49	520	509
50	530	519
51	522	509
52	515	511
53	526	513
54	529	511
55	533	508
56	524	506
57	510	505
58	516	503
59	526	509
60	520	507
61	529	507
62	517	505
63	519	505
64	521	511
65	518	507
66	510	504
67	524	511
68	512	506
69	515	505
70	518	508
71	516	507
72	516	510
73	529	512
74	516	505
75	527	508
76	521	511
77	516	506
78	520	507
79	516	508
80	520	507
81	527	510
82	526	506
83	521	507
84	519	508
85	518	505
86	512	506
87	518	509
88	521	509
89	521	508
90	519	505
91	508	505
92	520	506
93	528	506
94	515	509
95	516	510
96	535	510
97	520	509
98	516	509
99	524	510
