./instancias/texto_mas_parecido_20_700_1.txt#13:07:05#13:16:15
Iteración	Distancia Inicial	Distancia Obtenida
0	518	512
1	520	509
2	525	512
3	519	506
4	513	507
5	523	511
6	514	504
7	526	505
8	515	505
9	523	508
10	515	508
11	532	510
12	521	508
13	524	512
14	515	507
15	526	512
16	522	508
17	515	507
18	512	505
19	519	506
20	518	511
21	516	509
22	533	507
23	527	511
24	521	509
25	522	508
26	519	505
27	520	505
28	516	507
29	521	503
30	516	509
31	519	507
32	529	507
33	522	512
34	535	509
35	513	510
36	516	508
37	524	510
38	520	508
39	510	502
40	522	510
41	524	507
42	511	506
43	518	507
44	517	510
45	512	506
46	520	507
47	519	511
48	517	508
49	515	507
50	515	509
51	518	507
52	528	505
53	514	505
54	513	507
55	524	504
56	530	514
57	526	506
58	518	506
59	512	504
60	524	509
61	522	512
62	522	505
63	528	504
64	513	505
65	520	506
66	523	511
67	523	505
68	516	505
69	524	513
70	512	505
71	518	509
72	516	507
73	519	508
74	522	511
75	526	507
76	524	510
77	509	505
78	515	508
79	522	512
80	522	510
81	521	510
82	520	508
83	526	508
84	520	509
85	513	507
86	527	513
87	528	513
88	528	512
89	521	509
90	519	510
91	520	505
92	525	504
93	532	506
94	522	514
95	529	507
96	516	505
97	523	506
98	525	510
99	513	503
