./instancias/texto_mas_parecido_20_700_3.txt#22:36:19#22:46:16
Iteración	Distancia Inicial	Distancia Obtenida
0	515	502
1	530	507
2	515	509
3	521	504
4	522	507
5	511	498
6	515	504
7	523	507
8	512	502
9	526	501
10	525	511
11	526	505
12	521	505
13	511	506
14	520	509
15	519	507
16	516	504
17	521	507
18	518	505
19	522	504
20	513	503
21	528	506
22	523	502
23	517	505
24	532	507
25	519	502
26	514	504
27	529	513
28	510	505
29	523	507
30	507	502
31	530	508
32	531	499
33	519	507
34	507	501
35	522	505
36	518	505
37	510	499
38	520	506
39	518	505
40	513	505
41	525	507
42	516	504
43	528	506
44	525	507
45	515	505
46	508	504
47	526	508
48	516	506
49	518	502
50	521	508
51	522	507
52	523	505
53	514	507
54	512	506
55	519	508
56	515	504
57	515	505
58	518	506
59	514	504
60	516	503
61	516	505
62	520	503
63	516	507
64	511	502
65	523	503
66	521	508
67	518	505
68	525	504
69	512	500
70	518	503
71	518	504
72	527	500
73	515	507
74	519	510
75	527	507
76	520	501
77	521	509
78	509	502
79	516	499
80	523	504
81	519	508
82	512	501
83	521	505
84	514	507
85	525	505
86	523	505
87	518	503
88	529	504
89	521	507
90	505	498
91	522	506
92	512	505
93	516	505
94	520	503
95	519	507
96	512	503
97	512	505
98	521	507
99	511	505
