./instancias/texto_mas_parecido_20_700_2.txt#01:45:43#01:54:51
Iteración	Distancia Inicial	Distancia Obtenida
0	534	507
1	515	507
2	521	507
3	517	506
4	516	498
5	521	506
6	521	505
7	514	507
8	522	512
9	522	502
10	516	504
11	517	513
12	516	507
13	509	501
14	519	503
15	516	510
16	521	504
17	520	501
18	516	506
19	514	504
20	514	503
21	523	500
22	525	506
23	513	502
24	524	505
25	519	501
26	521	507
27	525	504
28	507	505
29	517	506
30	517	508
31	515	504
32	511	503
33	519	506
34	518	512
35	513	503
36	515	499
37	515	500
38	511	504
39	523	506
40	518	509
41	516	510
42	508	500
43	520	503
44	516	502
45	510	504
46	522	509
47	524	505
48	518	508
49	530	504
50	525	508
51	521	504
52	517	507
53	517	504
54	514	508
55	517	508
56	515	504
57	514	507
58	526	505
59	514	503
60	510	508
61	513	506
62	514	503
63	512	507
64	515	503
65	517	508
66	530	507
67	519	503
68	515	503
69	512	503
70	515	508
71	510	506
72	510	502
73	523	507
74	517	507
75	521	506
76	512	503
77	524	510
78	511	503
79	518	507
80	517	508
81	520	506
82	517	508
83	515	502
84	528	502
85	511	506
86	519	505
87	515	503
88	516	509
89	533	509
90	515	503
91	519	508
92	515	508
93	524	510
94	520	516
95	517	503
96	512	507
97	529	504
98	527	505
99	524	507
