./instancias/texto_mas_parecido_20_700_3.txt#22:05:20#22:14:17
Iteración	Distancia Inicial	Distancia Obtenida
0	516	506
1	516	502
2	519	504
3	516	506
4	521	504
5	522	503
6	542	503
7	514	506
8	511	505
9	512	505
10	514	506
11	511	500
12	510	502
13	515	507
14	513	508
15	516	505
16	515	504
17	525	505
18	511	506
19	512	500
20	522	505
21	518	505
22	516	504
23	519	504
24	518	508
25	512	504
26	517	502
27	512	499
28	514	502
29	516	501
30	524	506
31	512	507
32	519	508
33	515	500
34	514	505
35	520	509
36	526	509
37	521	504
38	523	512
39	515	502
40	525	505
41	525	506
42	511	508
43	519	505
44	521	505
45	511	502
46	516	506
47	528	506
48	522	503
49	523	511
50	517	509
51	516	513
52	519	499
53	511	505
54	518	504
55	512	502
56	512	505
57	521	505
58	515	506
59	522	505
60	509	506
61	519	503
62	525	504
63	515	503
64	520	506
65	513	505
66	518	503
67	513	508
68	508	504
69	513	499
70	521	508
71	513	505
72	531	502
73	517	509
74	516	508
75	517	500
76	512	508
77	517	505
78	525	510
79	519	504
80	517	507
81	513	503
82	508	503
83	517	509
84	512	505
85	516	502
86	523	506
87	523	508
88	512	503
89	509	504
90	514	500
91	515	501
92	510	507
93	517	503
94	513	501
95	511	501
96	522	502
97	527	505
98	516	502
99	516	499
