./instancias/texto_mas_parecido_20_700_2.txt#02:14:11#02:23:40
Iteración	Distancia Inicial	Distancia Obtenida
0	517	506
1	515	507
2	507	501
3	512	507
4	521	505
5	514	507
6	510	503
7	511	507
8	519	503
9	515	505
10	528	506
11	516	503
12	510	501
13	503	502
14	514	507
15	514	504
16	509	502
17	515	502
18	524	502
19	518	507
20	519	505
21	532	502
22	517	505
23	524	502
24	515	503
25	523	505
26	526	506
27	517	504
28	515	506
29	517	505
30	521	508
31	519	508
32	521	510
33	515	505
34	518	504
35	519	511
36	518	506
37	515	502
38	521	505
39	518	504
40	519	502
41	524	502
42	516	506
43	526	504
44	521	506
45	524	501
46	513	507
47	526	510
48	518	512
49	521	510
50	515	505
51	518	506
52	512	507
53	514	504
54	516	506
55	514	502
56	512	503
57	511	504
58	514	504
59	513	503
60	516	505
61	532	504
62	520	504
63	512	503
64	517	502
65	513	504
66	515	506
67	523	506
68	513	505
69	522	506
70	532	512
71	513	502
72	519	509
73	524	506
74	515	502
75	513	503
76	513	505
77	522	511
78	520	508
79	524	507
80	521	507
81	520	508
82	522	507
83	525	509
84	513	501
85	524	500
86	517	508
87	522	503
88	522	503
89	511	505
90	518	507
91	510	504
92	516	504
93	514	502
94	521	503
95	515	504
96	514	503
97	516	502
98	509	500
99	517	504
