./instancias/texto_mas_parecido_20_700_1.txt#14:02:25#14:11:41
Iteración	Distancia Inicial	Distancia Obtenida
0	519	514
1	519	505
2	518	507
3	516	507
4	521	506
5	518	504
6	522	509
7	519	507
8	518	510
9	521	505
10	518	508
11	517	511
12	519	504
13	518	509
14	522	510
15	521	509
16	523	513
17	523	511
18	533	510
19	517	507
20	525	507
21	522	511
22	519	510
23	512	506
24	522	509
25	525	511
26	517	509
27	520	507
28	525	511
29	521	503
30	521	507
31	522	506
32	527	512
33	504	500
34	524	513
35	522	505
36	529	506
37	525	504
38	515	511
39	526	509
40	526	508
41	515	504
42	521	509
43	515	501
44	526	515
45	513	503
46	535	510
47	511	509
48	524	512
49	528	505
50	517	506
51	537	508
52	525	512
53	545	506
54	519	512
55	524	502
56	523	510
57	521	506
58	521	509
59	513	508
60	519	507
61	523	507
62	512	506
63	522	509
64	518	506
65	514	510
66	519	510
67	528	509
68	516	510
69	516	504
70	531	511
71	514	507
72	512	507
73	520	510
74	520	511
75	519	508
76	520	514
77	535	507
78	516	510
79	509	506
80	531	507
81	513	503
82	521	508
83	533	508
84	521	506
85	518	504
86	525	503
87	509	506
88	514	506
89	517	508
90	515	504
91	526	514
92	528	507
93	517	509
94	517	503
95	524	512
96	527	506
97	518	508
98	522	505
99	520	504
