./instancias/texto_mas_parecido_20_700_2.txt#02:33:05#02:42:02
Iteración	Distancia Inicial	Distancia Obtenida
0	520	504
1	520	505
2	518	505
3	517	503
4	521	502
5	512	499
6	528	503
7	512	505
8	518	501
9	517	506
10	513	509
11	525	510
12	516	504
13	507	501
14	528	504
15	525	504
16	511	502
17	514	505
18	527	506
19	514	505
20	513	501
21	511	502
22	525	509
23	511	503
24	520	508
25	512	501
26	517	509
27	520	505
28	514	506
29	517	507
30	517	507
31	516	502
32	511	503
33	511	501
34	527	503
35	514	502
36	522	505
37	530	514
38	517	505
39	511	502
40	512	505
41	517	509
42	527	504
43	520	506
44	520	508
45	525	506
46	514	505
47	527	510
48	527	504
49	520	507
50	523	507
51	511	507
52	526	508
53	523	511
54	517	509
55	515	509
56	513	505
57	519	507
58	519	507
59	525	510
60	514	506
61	518	507
62	523	507
63	521	504
64	508	505
65	523	505
66	515	505
67	520	507
68	521	504
69	527	510
70	516	509
71	521	507
72	521	507
73	518	507
74	516	508
75	508	496
76	511	500
77	519	507
78	512	509
79	513	505
80	514	506
81	518	499
82	519	509
83	522	508
84	525	505
85	511	503
86	516	512
87	521	508
88	525	510
89	523	504
90	512	504
91	516	506
92	523	506
93	530	508
94	524	499
95	514	506
96	512	502
97	527	511
98	524	505
99	521	507
