./instancias/texto_mas_parecido_20_700_3.txt#22:46:47#22:56:59
Iteración	Distancia Inicial	Distancia Obtenida
0	518	508
1	522	505
2	523	504
3	519	508
4	521	510
5	528	506
6	518	503
7	518	505
8	519	509
9	520	506
10	527	507
11	534	510
12	530	504
13	517	503
14	512	507
15	515	505
16	522	504
17	515	498
18	522	506
19	525	502
20	515	505
21	520	508
22	521	504
23	523	502
24	524	505
25	515	506
26	523	505
27	522	511
28	517	507
29	515	504
30	531	507
31	513	507
32	517	507
33	520	503
34	514	505
35	528	506
36	510	500
37	516	512
38	520	505
39	519	504
40	512	502
41	514	508
42	518	503
43	521	509
44	527	508
45	529	505
46	527	506
47	513	505
48	512	506
49	520	510
50	513	502
51	521	505
52	518	504
53	528	510
54	524	509
55	522	511
56	525	506
57	524	507
58	522	507
59	531	500
60	515	509
61	518	504
62	513	504
63	522	504
64	523	504
65	521	506
66	521	505
67	518	505
68	514	505
69	542	504
70	519	508
71	513	510
72	518	506
73	523	504
74	513	502
75	519	508
76	528	503
77	518	504
78	515	505
79	524	517
80	513	501
81	514	509
82	516	505
83	522	506
84	511	503
85	521	505
86	511	504
87	513	503
88	524	504
89	514	500
90	515	508
91	515	505
92	517	505
93	517	503
94	517	509
95	523	503
96	523	501
97	523	508
98	515	502
99	516	508
