./instancias/texto_mas_parecido_20_700_3.txt#20:41:13#20:50:01
Iteración	Distancia Inicial	Distancia Obtenida
0	528	503
1	521	505
2	518	496
3	520	503
4	510	506
5	511	502
6	514	504
7	527	507
8	515	503
9	530	503
10	518	504
11	509	499
12	507	502
13	510	503
14	512	503
15	524	508
16	527	506
17	512	506
18	523	509
19	518	502
20	509	503
21	521	507
22	536	509
23	519	509
24	517	501
25	516	503
26	519	497
27	517	505
28	521	506
29	514	501
30	513	509
31	518	502
32	520	508
33	520	503
34	521	510
35	523	501
36	527	505
37	517	503
38	511	503
39	511	502
40	518	501
41	514	503
42	518	505
43	518	502
44	540	501
45	519	503
46	516	507
47	515	505
48	515	505
49	515	505
50	517	502
51	525	501
52	512	505
53	509	503
54	513	505
55	514	507
56	522	506
57	517	506
58	514	502
59	512	505
60	510	501
61	526	503
62	531	505
63	511	504
64	516	502
65	516	511
66	510	504
67	513	502
68	524	501
69	532	505
70	517	504
71	516	504
72	525	510
73	518	505
74	523	509
75	510	506
76	527	504
77	520	503
78	521	505
79	525	506
80	520	511
81	517	506
82	523	511
83	511	502
84	523	503
85	520	503
86	511	506
87	514	504
88	522	509
89	521	502
90	520	504
91	510	502
92	509	502
93	515	505
94	525	513
95	515	506
96	517	505
97	513	503
98	513	507
99	524	509
