./instancias/texto_mas_parecido_20_700_2.txt#01:54:51#02:04:30
Iteración	Distancia Inicial	Distancia Obtenida
0	518	503
1	523	512
2	513	506
3	515	500
4	511	504
5	527	512
6	516	502
7	519	507
8	524	507
9	516	506
10	514	504
11	511	503
12	510	498
13	509	505
14	527	511
15	514	503
16	515	504
17	517	509
18	526	505
19	516	502
20	527	510
21	518	511
22	522	510
23	516	499
24	515	505
25	515	504
26	515	504
27	514	504
28	517	509
29	516	502
30	526	505
31	512	501
32	515	508
33	523	506
34	509	503
35	515	504
36	521	504
37	517	507
38	512	506
39	509	502
40	524	506
41	513	505
42	513	507
43	516	503
44	516	506
45	511	508
46	516	502
47	512	506
48	522	500
49	519	511
50	515	505
51	524	506
52	515	504
53	515	505
54	513	499
55	524	506
56	511	503
57	521	500
58	512	502
59	532	507
60	515	505
61	511	504
62	507	503
63	534	502
64	514	504
65	521	508
66	514	509
67	518	505
68	515	507
69	522	503
70	534	512
71	514	506
72	523	504
73	517	506
74	513	502
75	509	504
76	513	505
77	518	508
78	518	507
79	520	504
80	522	504
81	514	505
82	517	509
83	519	505
84	517	503
85	514	508
86	516	505
87	509	501
88	526	505
89	520	505
90	510	507
91	522	504
92	521	504
93	515	507
94	516	503
95	514	507
96	519	507
97	521	504
98	512	502
99	512	502
