./instancias/texto_mas_parecido_20_700_3.txt#21:01:22#21:10:39
Iteración	Distancia Inicial	Distancia Obtenida
0	515	507
1	513	505
2	520	509
3	519	506
4	521	503
5	522	511
6	518	506
7	511	502
8	518	503
9	507	503
10	516	509
11	523	503
12	512	506
13	514	507
14	517	502
15	518	503
16	517	505
17	516	501
18	525	504
19	517	508
20	519	505
21	521	504
22	523	504
23	522	507
24	521	500
25	516	507
26	516	507
27	516	506
28	512	506
29	519	507
30	509	504
31	515	507
32	515	503
33	511	505
34	524	510
35	513	506
36	521	506
37	519	510
38	518	503
39	515	501
40	509	501
41	527	506
42	509	502
43	522	510
44	523	505
45	517	508
46	515	510
47	517	503
48	527	506
49	520	507
50	519	505
51	513	501
52	523	512
53	522	506
54	514	506
55	525	506
56	510	500
57	513	502
58	516	500
59	511	502
60	518	504
61	511	502
62	513	504
63	511	506
64	518	512
65	517	508
66	521	507
67	509	502
68	510	505
69	521	507
70	520	505
71	515	507
72	512	505
73	514	507
74	520	508
75	528	503
76	514	504
77	515	506
78	518	508
79	527	506
80	519	504
81	525	507
82	514	501
83	525	501
84	510	506
85	510	503
86	512	502
87	518	503
88	517	504
89	516	500
90	521	512
91	517	511
92	521	499
93	528	505
94	529	506
95	514	503
96	509	504
97	523	506
98	517	508
99	515	506
