./instancias/texto_mas_parecido_15_500_3.txt#01:41:21#01:44:07
Iteración	Distancia Inicial	Distancia Obtenida
0	360	353
1	375	351
2	359	351
3	363	356
4	359	350
5	378	356
6	360	349
7	362	352
8	365	358
9	365	353
10	369	356
11	360	355
12	360	349
13	369	355
14	361	349
15	374	352
16	371	353
17	366	351
18	372	355
19	370	352
20	360	349
21	365	350
22	366	351
23	374	358
24	366	350
25	362	351
26	370	355
27	370	356
28	363	353
29	365	351
30	360	352
31	361	352
32	366	356
33	364	353
34	367	354
35	368	354
36	367	356
37	361	350
38	357	352
39	366	351
40	356	347
41	367	356
42	370	358
43	365	348
44	365	355
45	369	355
46	360	349
47	372	353
48	361	354
49	361	352
50	356	347
51	371	355
52	367	357
53	360	349
54	365	357
55	364	357
56	373	356
57	360	352
58	368	352
59	364	353
60	355	352
61	358	354
62	355	350
63	365	355
64	370	350
65	368	354
66	367	358
67	365	352
68	359	355
69	362	354
70	376	354
71	363	352
72	369	351
73	359	352
74	369	353
75	371	356
76	359	354
77	366	356
78	360	352
79	366	353
80	370	353
81	368	354
82	365	353
83	360	349
84	363	350
85	370	350
86	359	354
87	365	354
88	366	353
89	371	351
90	365	356
91	371	352
92	368	352
93	372	354
94	363	351
95	364	355
96	369	350
97	358	347
98	364	357
99	360	355
