./instancias/texto_mas_parecido_20_700_2.txt#02:23:40#02:33:05
Iteración	Distancia Inicial	Distancia Obtenida
0	530	509
1	520	503
2	518	511
3	515	504
4	516	506
5	512	500
6	526	507
7	516	507
8	525	502
9	519	511
10	515	505
11	527	503
12	514	506
13	523	504
14	521	508
15	510	503
16	515	504
17	524	507
18	518	504
19	521	508
20	522	506
21	514	508
22	510	502
23	524	508
24	517	503
25	520	509
26	517	505
27	511	502
28	517	503
29	523	509
30	523	506
31	513	500
32	512	502
33	512	502
34	518	506
35	516	504
36	518	503
37	519	502
38	516	506
39	526	504
40	519	504
41	512	502
42	524	508
43	515	503
44	512	506
45	518	508
46	508	503
47	521	508
48	512	507
49	514	508
50	525	505
51	508	502
52	521	504
53	515	504
54	514	499
55	520	502
56	520	508
57	520	507
58	524	505
59	513	501
60	520	505
61	516	508
62	518	508
63	519	510
64	513	506
65	516	502
66	522	504
67	521	500
68	520	507
69	521	506
70	510	502
71	519	507
72	518	504
73	516	502
74	524	504
75	523	506
76	513	504
77	527	508
78	513	503
79	508	501
80	513	506
81	521	505
82	524	505
83	514	507
84	526	503
85	521	501
86	521	510
87	515	502
88	524	506
89	509	502
90	515	508
91	518	505
92	531	513
93	525	508
94	517	510
95	514	505
96	511	504
97	512	505
98	511	504
99	509	504
