./instancias/texto_mas_parecido_20_700_2.txt#02:42:02#02:51:28
Iteración	Distancia Inicial	Distancia Obtenida
0	525	510
1	520	506
2	513	505
3	521	504
4	509	502
5	520	509
6	523	504
7	515	503
8	522	506
9	521	510
10	515	504
11	525	512
12	519	506
13	517	508
14	523	509
15	513	507
16	530	510
17	517	501
18	511	504
19	521	508
20	522	502
21	529	510
22	510	501
23	520	510
24	512	504
25	510	501
26	517	501
27	521	508
28	514	504
29	504	498
30	526	498
31	519	509
32	515	502
33	524	504
34	520	501
35	511	507
36	515	505
37	508	504
38	514	503
39	526	508
40	518	502
41	522	503
42	510	499
43	519	509
44	521	507
45	523	509
46	529	503
47	519	506
48	527	504
49	519	509
50	512	505
51	527	502
52	512	502
53	521	508
54	509	500
55	505	500
56	519	505
57	534	505
58	513	503
59	519	507
60	517	505
61	520	506
62	516	503
63	517	501
64	529	508
65	519	507
66	513	503
67	509	501
68	521	503
69	511	503
70	520	508
71	523	500
72	514	504
73	515	508
74	514	506
75	509	504
76	509	503
77	510	500
78	517	504
79	512	507
80	506	501
81	529	500
82	510	502
83	518	506
84	519	504
85	516	507
86	507	502
87	515	507
88	519	504
89	514	501
90	520	505
91	517	502
92	515	505
93	515	507
94	518	508
95	537	508
96	519	506
97	520	505
98	517	503
99	513	503
