./instancias/texto_mas_parecido_20_700_1.txt#13:16:15#13:25:53
Iteración	Distancia Inicial	Distancia Obtenida
0	519	507
1	525	512
2	512	509
3	519	507
4	520	512
5	543	513
6	517	506
7	531	510
8	514	504
9	523	504
10	515	507
11	526	504
12	517	509
13	532	511
14	514	507
15	509	506
16	518	507
17	522	509
18	514	506
19	520	507
20	516	507
21	521	509
22	518	510
23	520	508
24	522	506
25	510	505
26	523	509
27	515	503
28	517	509
29	518	512
30	525	511
31	511	504
32	519	515
33	523	510
34	526	509
35	513	505
36	531	513
37	532	514
38	527	507
39	521	507
40	519	505
41	522	504
42	519	509
43	519	511
44	515	508
45	516	509
46	517	507
47	532	513
48	519	510
49	530	505
50	517	507
51	522	512
52	522	511
53	516	506
54	519	513
55	517	510
56	522	508
57	527	507
58	530	505
59	534	506
60	524	513
61	516	505
62	514	505
63	519	507
64	515	505
65	526	508
66	507	505
67	516	513
68	515	507
69	526	508
70	509	505
71	528	509
72	516	508
73	518	506
74	523	509
75	525	508
76	521	512
77	512	505
78	523	506
79	517	512
80	527	503
81	520	507
82	524	511
83	513	510
84	524	507
85	514	504
86	518	509
87	518	505
88	516	507
89	515	507
90	529	508
91	522	509
92	530	511
93	526	505
94	527	510
95	522	509
96	516	508
97	529	514
98	542	510
99	538	514
