./instancias/texto_mas_parecido_20_700_2.txt#02:04:30#02:14:11
Iteración	Distancia Inicial	Distancia Obtenida
0	521	502
1	518	500
2	512	502
3	523	500
4	523	512
5	511	503
6	523	509
7	523	502
8	520	506
9	515	503
10	524	501
11	529	508
12	510	502
13	529	504
14	517	502
15	513	503
16	515	504
17	521	507
18	521	506
19	523	505
20	519	508
21	520	511
22	518	506
23	512	508
24	520	505
25	523	505
26	526	510
27	518	507
28	516	509
29	520	503
30	530	505
31	520	508
32	520	504
33	516	506
34	518	499
35	509	502
36	516	504
37	519	508
38	518	500
39	527	512
40	517	504
41	527	504
42	513	505
43	509	503
44	521	503
45	519	505
46	516	511
47	514	507
48	518	502
49	516	505
50	517	512
51	512	503
52	520	506
53	518	502
54	515	502
55	515	505
56	524	507
57	524	505
58	513	507
59	509	506
60	518	503
61	526	508
62	529	505
63	517	505
64	512	505
65	525	510
66	520	506
67	515	502
68	513	505
69	519	506
70	517	510
71	525	504
72	506	500
73	510	504
74	514	506
75	514	505
76	518	507
77	525	509
78	515	504
79	523	509
80	519	508
81	524	507
82	519	505
83	517	508
84	509	504
85	521	506
86	524	509
87	521	504
88	521	507
89	511	503
90	527	504
91	537	501
92	528	506
93	526	508
94	526	504
95	514	509
96	514	503
97	512	505
98	517	503
99	521	505
