./instancias/texto_mas_parecido_15_500_1.txt#00:24:59#00:27:38
Iteración	Distancia Inicial	Distancia Obtenida
0	366	352
1	372	358
2	368	361
3	374	361
4	362	355
5	372	358
6	362	354
7	365	356
8	363	353
9	365	356
10	365	357
11	369	353
12	373	357
13	368	360
14	368	352
15	374	356
16	373	359
17	367	360
18	364	358
19	378	357
20	365	356
21	366	357
22	367	355
23	367	361
24	364	359
25	366	354
26	367	359
27	377	354
28	370	355
29	370	357
30	366	357
31	369	354
32	360	358
33	372	357
34	363	356
35	362	358
36	364	360
37	375	358
38	364	355
39	374	355
40	366	356
41	383	354
42	362	358
43	369	356
44	371	360
45	366	358
46	376	357
47	364	356
48	362	355
49	355	351
50	363	357
51	362	358
52	365	357
53	372	359
54	359	351
55	366	354
56	368	356
57	370	356
58	361	354
59	366	357
60	365	355
61	362	357
62	363	352
63	362	351
64	374	358
65	362	351
66	367	356
67	362	355
68	360	356
69	371	357
70	370	355
71	370	356
72	363	355
73	364	357
74	384	355
75	373	361
76	368	358
77	376	360
78	375	360
79	371	358
80	366	356
81	368	359
82	363	357
83	364	353
84	365	353
85	368	355
86	363	359
87	361	354
88	366	359
89	368	358
90	374	356
91	369	358
92	368	355
93	360	355
94	368	361
95	367	358
96	364	357
97	363	355
98	372	355
99	365	353
