./instancias/texto_mas_parecido_15_500_2.txt#01:02:20#01:05:09
Iteración	Distancia Inicial	Distancia Obtenida
0	370	351
1	366	351
2	364	351
3	365	353
4	359	357
5	368	359
6	361	354
7	363	354
8	370	357
9	367	349
10	355	351
11	367	355
12	364	356
13	364	357
14	362	354
15	363	356
16	361	352
17	362	352
18	364	357
19	361	355
20	372	359
21	360	354
22	368	356
23	363	353
24	366	355
25	365	357
26	366	355
27	368	347
28	364	358
29	374	357
30	374	362
31	373	353
32	364	352
33	370	354
34	367	351
35	370	357
36	373	356
37	369	350
38	367	357
39	359	356
40	365	353
41	371	353
42	359	352
43	357	350
44	359	349
45	364	354
46	365	357
47	369	356
48	376	357
49	359	354
50	364	352
51	362	356
52	364	357
53	363	358
54	380	356
55	355	351
56	361	355
57	358	353
58	364	353
59	354	352
60	377	355
61	363	355
62	369	358
63	364	357
64	375	354
65	369	355
66	366	355
67	365	353
68	363	349
69	360	355
70	365	351
71	364	351
72	380	355
73	364	357
74	373	358
75	376	360
76	363	352
77	365	352
78	367	356
79	369	351
80	365	357
81	356	353
82	365	356
83	370	354
84	366	357
85	363	356
86	365	356
87	367	355
88	368	354
89	362	356
90	366	353
91	367	355
92	356	350
93	371	355
94	374	359
95	370	355
96	361	354
97	359	351
98	373	356
99	365	353
