./instancias/texto_mas_parecido_15_500_2.txt#00:56:46#00:59:35
Iteración	Distancia Inicial	Distancia Obtenida
0	361	354
1	356	352
2	370	352
3	372	361
4	375	357
5	359	355
6	372	354
7	375	354
8	360	357
9	364	360
10	362	352
11	354	349
12	376	358
13	355	350
14	360	358
15	359	353
16	359	352
17	363	357
18	366	353
19	359	357
20	361	351
21	373	354
22	359	351
23	373	356
24	359	353
25	364	355
26	368	361
27	368	353
28	362	354
29	369	356
30	370	358
31	364	353
32	377	355
33	368	351
34	372	357
35	372	355
36	369	355
37	364	351
38	362	351
39	366	355
40	364	356
41	369	352
42	376	358
43	362	351
44	367	354
45	366	355
46	365	351
47	368	353
48	362	349
49	382	361
50	368	357
51	358	356
52	373	356
53	365	354
54	371	354
55	366	354
56	361	353
57	364	359
58	368	354
59	361	353
60	361	354
61	360	353
62	367	358
63	365	355
64	361	356
65	360	353
66	364	353
67	366	350
68	363	355
69	363	354
70	362	353
71	366	356
72	372	356
73	363	355
74	370	356
75	364	350
76	356	352
77	365	350
78	371	353
79	373	357
80	373	356
81	363	347
82	365	355
83	367	354
84	362	350
85	372	353
86	362	352
87	366	349
88	358	352
89	370	357
90	370	355
91	365	356
92	369	354
93	367	354
94	363	354
95	364	357
96	367	354
97	364	351
98	371	354
99	361	353
