./instancias/texto_mas_parecido_15_500_2.txt#00:59:35#01:02:19
Iteración	Distancia Inicial	Distancia Obtenida
0	375	356
1	370	357
2	364	357
3	361	353
4	366	353
5	368	355
6	366	354
7	366	359
8	370	355
9	358	356
10	361	348
11	369	356
12	369	354
13	366	352
14	369	358
15	361	353
16	369	358
17	378	355
18	359	354
19	365	354
20	365	357
21	370	353
22	364	354
23	368	355
24	361	355
25	364	354
26	363	347
27	374	354
28	364	351
29	367	355
30	364	351
31	361	357
32	363	354
33	368	357
34	366	357
35	368	355
36	372	355
37	359	353
38	367	356
39	363	352
40	365	359
41	358	353
42	366	360
43	361	351
44	374	353
45	363	353
46	372	351
47	363	352
48	363	358
49	371	358
50	363	354
51	360	355
52	361	356
53	373	356
54	366	356
55	367	357
56	365	356
57	366	352
58	368	354
59	361	357
60	363	356
61	365	355
62	374	358
63	363	358
64	355	351
65	362	356
66	367	359
67	382	357
68	363	353
69	361	353
70	367	352
71	357	351
72	362	352
73	360	352
74	363	355
75	364	356
76	364	357
77	366	357
78	363	354
79	364	349
80	369	359
81	377	359
82	362	355
83	360	353
84	373	353
85	364	353
86	368	358
87	370	357
88	365	354
89	364	356
90	361	351
91	361	356
92	365	353
93	363	355
94	365	358
95	363	358
96	374	350
97	372	355
98	364	355
99	373	354
