./instancias/texto_mas_parecido_15_500_1.txt#00:19:56#00:22:31
Iteración	Distancia Inicial	Distancia Obtenida
0	359	354
1	362	356
2	365	356
3	372	361
4	364	355
5	374	356
6	363	354
7	374	353
8	368	353
9	358	352
10	382	357
11	372	361
12	366	358
13	366	360
14	368	355
15	362	352
16	372	352
17	367	355
18	365	357
19	361	357
20	366	359
21	364	360
22	372	354
23	364	358
24	365	361
25	372	357
26	367	360
27	374	359
28	362	357
29	368	354
30	359	355
31	368	360
32	363	357
33	368	356
34	372	353
35	360	355
36	373	354
37	361	357
38	369	357
39	377	359
40	369	357
41	368	352
42	367	355
43	364	357
44	370	359
45	366	356
46	373	351
47	377	355
48	367	361
49	373	357
50	361	354
51	367	357
52	375	358
53	385	357
54	374	355
55	365	358
56	368	355
57	361	355
58	365	354
59	370	357
60	369	356
61	363	357
62	369	359
63	369	356
64	360	355
65	363	354
66	376	356
67	370	357
68	361	354
69	373	362
70	367	355
71	360	354
72	373	362
73	368	353
74	367	354
75	375	355
76	366	356
77	365	356
78	358	352
79	365	357
80	368	356
81	361	356
82	374	357
83	367	353
84	362	357
85	374	360
86	370	354
87	374	357
88	366	356
89	364	354
90	368	354
91	377	362
92	362	354
93	375	355
94	384	361
95	374	355
96	366	356
97	377	359
98	365	351
99	365	352
