./instancias/texto_mas_parecido_15_500_3.txt#01:18:40#01:21:24
Iteración	Distancia Inicial	Distancia Obtenida
0	358	352
1	356	347
2	368	352
3	361	353
4	376	354
5	365	349
6	364	351
7	364	355
8	363	350
9	364	354
10	370	352
11	357	351
12	361	349
13	365	349
14	360	353
15	378	355
16	356	349
17	364	349
18	364	354
19	355	352
20	371	361
21	361	352
22	357	349
23	370	360
24	369	358
25	367	351
26	361	352
27	365	355
28	365	349
29	360	357
30	381	350
31	363	355
32	359	350
33	368	351
34	371	350
35	364	351
36	369	353
37	364	354
38	359	356
39	369	358
40	360	347
41	359	354
42	362	355
43	367	356
44	360	353
45	373	357
46	353	351
47	364	352
48	363	356
49	366	356
50	362	352
51	358	352
52	362	353
53	364	353
54	368	351
55	360	350
56	359	351
57	365	352
58	366	358
59	357	349
60	358	354
61	358	349
62	370	357
63	369	352
64	372	354
65	361	358
66	362	356
67	367	352
68	369	351
69	375	354
70	362	353
71	363	350
72	362	355
73	367	355
74	364	354
75	359	352
76	365	356
77	362	353
78	372	354
79	355	348
80	359	352
81	369	349
82	365	352
83	362	347
84	361	351
85	364	353
86	369	350
87	367	350
88	363	348
89	357	354
90	367	359
91	359	350
92	377	354
93	366	350
94	367	351
95	370	352
96	364	348
97	357	352
98	365	354
99	357	350
