./instancias/texto_mas_parecido_15_500_1.txt#00:09:48#00:12:23
Iteración	Distancia Inicial	Distancia Obtenida
0	373	362
1	373	356
2	366	355
3	367	352
4	369	355
5	363	354
6	366	360
7	368	354
8	360	354
9	366	358
10	366	355
11	373	357
12	375	357
13	365	357
14	367	356
15	374	352
16	362	353
17	363	355
18	364	354
19	374	356
20	368	356
21	384	356
22	371	356
23	365	358
24	370	357
25	359	353
26	375	352
27	370	357
28	374	358
29	369	356
30	370	356
31	366	357
32	363	358
33	367	354
34	368	359
35	370	357
36	371	354
37	363	356
38	375	362
39	361	355
40	370	356
41	367	358
42	361	354
43	365	361
44	362	354
45	365	355
46	367	352
47	369	356
48	368	357
49	363	357
50	360	355
51	363	356
52	361	355
53	379	366
54	380	353
55	368	354
56	368	357
57	367	349
58	377	358
59	371	362
60	362	354
61	360	356
62	367	356
63	355	353
64	368	354
65	366	359
66	374	357
67	369	358
68	368	355
69	362	353
70	364	356
71	368	357
72	370	355
73	364	356
74	369	354
75	361	357
76	371	359
77	371	361
78	371	357
79	369	354
80	365	356
81	363	358
82	364	353
83	367	358
84	366	358
85	362	356
86	363	360
87	362	358
88	375	356
89	366	357
90	362	354
91	370	358
92	370	357
93	366	359
94	374	358
95	362	354
96	362	355
97	370	353
98	362	359
99	371	356
