./instancias/texto_mas_parecido_15_500_2.txt#00:37:37#00:40:16
Iteración	Distancia Inicial	Distancia Obtenida
0	364	352
1	365	356
2	364	351
3	369	354
4	363	355
5	364	353
6	368	352
7	363	357
8	363	358
9	359	354
10	366	354
11	366	353
12	360	350
13	371	354
14	366	354
15	359	351
16	366	356
17	357	350
18	369	357
19	365	356
20	368	354
21	369	354
22	369	352
23	366	354
24	366	355
25	366	350
26	364	355
27	371	353
28	362	349
29	367	354
30	362	355
31	369	357
32	367	358
33	366	351
34	371	357
35	365	354
36	367	355
37	363	357
38	377	353
39	358	352
40	378	354
41	371	353
42	369	357
43	365	361
44	355	351
45	367	353
46	365	351
47	356	354
48	370	357
49	366	356
50	360	352
51	365	357
52	366	350
53	369	358
54	352	350
55	363	353
56	363	356
57	373	361
58	367	354
59	371	355
60	365	356
61	360	351
62	360	354
63	368	354
64	370	352
65	369	356
66	363	352
67	364	354
68	362	352
69	364	355
70	372	354
71	373	354
72	363	351
73	371	357
74	368	356
75	364	355
76	364	356
77	358	354
78	376	354
79	360	349
80	370	352
81	370	356
82	362	356
83	366	358
84	356	352
85	364	354
86	376	354
87	363	357
88	376	357
89	363	351
90	362	360
91	370	356
92	360	357
93	364	355
94	362	356
95	380	357
96	367	358
97	366	355
98	366	353
99	368	357
