./instancias/texto_mas_parecido_15_500_2.txt#00:54:04#00:56:46
Iteración	Distancia Inicial	Distancia Obtenida
0	365	352
1	376	356
2	361	359
3	370	355
4	363	351
5	367	356
6	372	361
7	360	352
8	366	359
9	363	357
10	367	356
11	373	352
12	369	356
13	368	356
14	369	352
15	365	354
16	361	351
17	365	354
18	362	356
19	360	348
20	361	353
21	360	354
22	371	349
23	362	352
24	374	359
25	366	354
26	374	358
27	355	350
28	379	360
29	365	356
30	377	355
31	364	358
32	360	352
33	370	356
34	362	353
35	364	357
36	362	354
37	369	363
38	360	355
39	371	355
40	368	353
41	363	352
42	369	358
43	362	352
44	364	352
45	372	355
46	366	353
47	365	352
48	370	353
49	364	355
50	361	356
51	364	357
52	358	355
53	363	354
54	369	358
55	372	357
56	366	357
57	367	358
58	364	354
59	367	353
60	364	355
61	371	349
62	367	352
63	372	356
64	364	356
65	364	355
66	371	354
67	369	354
68	365	356
69	363	353
70	369	357
71	363	353
72	379	351
73	366	356
74	376	357
75	364	354
76	360	357
77	362	356
78	356	352
79	364	353
80	367	356
81	362	349
82	366	359
83	362	352
84	377	355
85	360	354
86	383	356
87	377	355
88	367	357
89	365	357
90	365	351
91	383	354
92	367	359
93	372	357
94	364	355
95	357	351
96	363	354
97	376	352
98	372	355
99	372	352
