./instancias/texto_mas_parecido_15_500_1.txt#00:12:23#00:14:56
Iteración	Distancia Inicial	Distancia Obtenida
0	361	358
1	360	354
2	365	357
3	374	356
4	362	355
5	376	359
6	378	357
7	370	362
8	372	357
9	364	353
10	368	355
11	368	357
12	362	354
13	365	356
14	360	356
15	370	355
16	359	355
17	371	358
18	363	358
19	375	357
20	370	358
21	367	354
22	372	354
23	366	360
24	367	358
25	375	356
26	365	354
27	363	351
28	365	355
29	370	351
30	359	353
31	371	359
32	362	355
33	369	361
34	372	358
35	369	360
36	364	358
37	377	358
38	367	360
39	370	355
40	368	356
41	366	359
42	362	353
43	364	356
44	371	357
45	379	355
46	370	354
47	367	356
48	363	354
49	370	353
50	358	354
51	366	355
52	371	358
53	386	353
54	364	354
55	368	356
56	381	361
57	365	359
58	369	355
59	369	357
60	358	354
61	362	354
62	373	357
63	367	364
64	369	359
65	365	358
66	361	357
67	369	357
68	372	356
69	377	354
70	357	352
71	360	353
72	370	356
73	372	356
74	371	355
75	366	360
76	371	357
77	363	354
78	367	354
79	363	360
80	366	354
81	363	352
82	378	355
83	372	362
84	360	357
85	379	353
86	370	355
87	357	350
88	366	355
89	362	355
90	364	358
91	364	351
92	364	359
93	363	357
94	369	360
95	366	356
96	372	358
97	377	359
98	371	359
99	367	358
