./instancias/texto_mas_parecido_15_500_3.txt#01:21:24#01:24:04
Iteración	Distancia Inicial	Distancia Obtenida
0	363	351
1	362	351
2	363	355
3	368	353
4	368	357
5	368	351
6	366	355
7	374	357
8	362	355
9	369	355
10	360	352
11	359	352
12	369	352
13	365	354
14	362	353
15	362	353
16	373	352
17	371	350
18	370	351
19	356	351
20	362	352
21	363	354
22	367	356
23	360	352
24	363	348
25	360	354
26	371	353
27	370	356
28	365	349
29	361	357
30	365	357
31	356	352
32	365	353
33	363	356
34	359	355
35	363	356
36	364	354
37	369	355
38	370	352
39	360	352
40	360	355
41	367	351
42	361	348
43	364	353
44	361	355
45	368	355
46	370	357
47	366	355
48	362	352
49	371	355
50	359	348
51	369	355
52	366	356
53	360	358
54	370	352
55	376	353
56	361	351
57	369	350
58	370	351
59	361	356
60	360	350
61	360	346
62	357	351
63	370	354
64	372	349
65	361	350
66	369	350
67	359	353
68	367	354
69	363	355
70	363	354
71	366	354
72	368	357
73	372	353
74	363	351
75	364	354
76	361	350
77	366	355
78	357	355
79	362	355
80	361	354
81	367	350
82	361	354
83	362	351
84	357	352
85	359	352
86	364	354
87	370	354
88	365	353
89	360	353
90	369	350
91	367	353
92	365	359
93	368	354
94	360	352
95	381	353
96	363	356
97	359	353
98	365	354
99	364	353
