./instancias/texto_mas_parecido_15_500_3.txt#01:29:29#01:32:15
Iteración	Distancia Inicial	Distancia Obtenida
0	359	354
1	366	350
2	379	349
3	368	349
4	358	353
5	365	354
6	362	352
7	366	353
8	362	351
9	359	350
10	360	354
11	355	348
12	367	357
13	363	349
14	369	360
15	371	352
16	361	350
17	359	351
18	374	354
19	367	350
20	363	354
21	366	354
22	379	353
23	358	353
24	370	358
25	369	351
26	364	355
27	368	351
28	363	351
29	354	345
30	364	352
31	361	353
32	359	353
33	366	353
34	365	353
35	370	357
36	369	353
37	363	357
38	359	353
39	360	350
40	359	349
41	363	353
42	366	358
43	373	352
44	368	355
45	357	350
46	366	357
47	367	356
48	374	353
49	373	350
50	360	354
51	364	353
52	362	354
53	365	354
54	359	348
55	363	354
56	364	351
57	361	351
58	370	354
59	367	348
60	366	353
61	368	352
62	366	353
63	361	354
64	370	353
65	362	352
66	368	351
67	360	353
68	372	355
69	368	354
70	366	354
71	364	349
72	361	350
73	362	352
74	357	350
75	355	351
76	364	356
77	369	350
78	362	351
79	359	353
80	359	349
81	362	353
82	363	353
83	368	353
84	354	349
85	368	347
86	372	353
87	367	350
88	368	352
89	366	352
90	356	348
91	359	350
92	368	353
93	377	358
94	366	357
95	368	354
96	368	357
97	368	354
98	366	353
99	364	355
