./instancias/texto_mas_parecido_15_500_3.txt#01:26:49#01:29:29
Iteración	Distancia Inicial	Distancia Obtenida
0	363	353
1	363	352
2	367	353
3	368	360
4	371	354
5	361	354
6	363	352
7	367	354
8	372	354
9	359	353
10	363	351
11	363	351
12	366	354
13	369	357
14	365	357
15	366	349
16	360	353
17	366	348
18	360	353
19	363	355
20	363	355
21	365	353
22	356	354
23	369	355
24	359	351
25	365	352
26	366	351
27	363	354
28	362	349
29	369	351
30	367	357
31	371	354
32	366	349
33	368	356
34	359	355
35	370	352
36	360	349
37	372	355
38	367	357
39	357	350
40	365	351
41	377	356
42	360	356
43	362	350
44	367	351
45	363	353
46	360	353
47	362	355
48	365	355
49	370	351
50	368	355
51	364	354
52	361	348
53	365	349
54	366	354
55	362	346
56	362	350
57	359	349
58	365	354
59	361	352
60	359	352
61	376	350
62	363	356
63	367	351
64	361	354
65	358	352
66	361	355
67	365	354
68	361	351
69	369	356
70	370	355
71	366	354
72	361	354
73	368	351
74	365	355
75	360	351
76	362	354
77	365	350
78	362	352
79	364	353
80	365	354
81	371	359
82	376	357
83	360	349
84	373	353
85	361	351
86	379	357
87	372	352
88	362	353
89	365	351
90	362	352
91	356	352
92	368	352
93	369	353
94	371	350
95	360	351
96	352	347
97	361	353
98	363	348
99	364	350
