./instancias/texto_mas_parecido_15_500_3.txt#01:10:24#01:13:05
Iteración	Distancia Inicial	Distancia Obtenida
0	360	347
1	358	353
2	362	354
3	366	356
4	360	353
5	366	357
6	361	346
7	369	350
8	364	357
9	373	353
10	369	350
11	369	353
12	368	356
13	359	348
14	364	350
15	372	357
16	360	352
17	355	349
18	379	357
19	360	349
20	359	351
21	364	348
22	363	353
23	361	351
24	365	350
25	369	349
26	360	352
27	363	352
28	368	356
29	372	355
30	356	350
31	369	357
32	363	356
33	362	351
34	356	351
35	359	352
36	363	352
37	365	351
38	366	357
39	362	348
40	361	352
41	368	354
42	361	352
43	365	354
44	362	352
45	358	354
46	378	355
47	366	352
48	368	352
49	365	351
50	362	356
51	360	353
52	365	352
53	360	354
54	371	350
55	362	356
56	363	353
57	366	359
58	361	350
59	370	351
60	358	355
61	364	353
62	370	352
63	367	353
64	377	357
65	361	348
66	365	352
67	370	352
68	360	352
69	359	357
70	364	352
71	362	351
72	363	356
73	366	354
74	368	348
75	370	350
76	370	352
77	366	351
78	363	354
79	361	356
80	360	352
81	360	353
82	368	350
83	365	355
84	361	352
85	370	355
86	358	352
87	371	353
88	361	352
89	366	349
90	363	352
91	378	356
92	367	351
93	364	358
94	374	357
95	359	350
96	369	357
97	362	356
98	367	352
99	368	355
