./instancias/texto_mas_parecido_15_500_1.txt#00:30:15#00:32:59
Iteración	Distancia Inicial	Distancia Obtenida
0	365	355
1	370	360
2	367	356
3	375	358
4	367	357
5	370	355
6	364	354
7	365	355
8	368	355
9	371	353
10	368	355
11	361	355
12	373	355
13	370	356
14	374	354
15	365	356
16	374	355
17	362	354
18	369	357
19	379	357
20	368	360
21	371	358
22	361	356
23	375	351
24	369	362
25	367	356
26	363	356
27	360	355
28	372	355
29	368	357
30	373	355
31	355	353
32	370	360
33	372	355
34	370	350
35	373	357
36	372	359
37	360	355
38	365	355
39	365	357
40	366	356
41	365	352
42	364	357
43	369	358
44	369	352
45	372	356
46	364	357
47	363	351
48	364	355
49	378	355
50	367	356
51	361	356
52	364	357
53	374	361
54	372	358
55	370	358
56	368	360
57	372	357
58	360	357
59	367	356
60	378	352
61	370	358
62	366	355
63	365	356
64	374	359
65	371	359
66	366	358
67	373	355
68	363	354
69	369	357
70	361	354
71	369	362
72	369	356
73	373	359
74	363	355
75	367	357
76	367	355
77	360	357
78	373	357
79	365	356
80	368	353
81	367	358
82	363	356
83	371	355
84	361	350
85	368	356
86	366	355
87	371	359
88	370	357
89	366	357
90	371	357
91	370	358
92	377	359
93	364	356
94	364	356
95	362	356
96	369	357
97	362	354
98	366	355
99	372	358
