./instancias/texto_mas_parecido_15_500_3.txt#01:15:46#01:18:40
Iteración	Distancia Inicial	Distancia Obtenida
0	359	350
1	364	350
2	363	351
3	364	352
4	369	353
5	375	360
6	363	353
7	366	353
8	371	352
9	360	353
10	374	353
11	370	351
12	364	350
13	358	351
14	362	357
15	362	350
16	367	348
17	363	354
18	365	359
19	363	354
20	364	355
21	368	354
22	375	352
23	366	358
24	359	351
25	368	351
26	365	353
27	359	353
28	367	351
29	358	351
30	363	352
31	362	353
32	363	350
33	375	355
34	358	353
35	364	351
36	371	356
37	358	353
38	375	357
39	375	354
40	369	354
41	364	353
42	362	348
43	361	349
44	378	357
45	366	352
46	366	356
47	366	350
48	363	349
49	363	353
50	369	354
51	368	354
52	362	352
53	365	354
54	366	352
55	368	350
56	366	357
57	365	353
58	362	356
59	374	354
60	369	355
61	361	351
62	362	352
63	364	349
64	367	350
65	362	349
66	365	350
67	365	353
68	379	357
69	359	352
70	357	352
71	355	351
72	368	353
73	366	360
74	365	357
75	360	352
76	360	353
77	375	355
78	374	354
79	367	357
80	361	352
81	363	350
82	367	354
83	362	354
84	366	350
85	370	354
86	362	355
87	365	352
88	362	352
89	368	354
90	360	353
91	362	351
92	372	353
93	369	359
94	366	352
95	350	347
96	364	357
97	355	349
98	365	354
99	370	354
